RUN	scala.simulations.simulationPerros	simulationperros	1683836139226	 	3.3.1
REQUEST	132		R_ObtenerListadoPerros	1683836153920	1683836154223	OK	 
USER	S_ObtenerListadoPerros	132	END	1683836153919	1683836154224
USER	S_ObtenerListadoPerros	137	START	1683836154322	1683836154322
REQUEST	134		R_ObtenerListadoPerros	1683836154056	1683836154362	OK	 
USER	S_ObtenerListadoPerros	134	END	1683836154056	1683836154363
REQUEST	133		R_ObtenerListadoPerros	1683836153980	1683836154399	OK	 
USER	S_ObtenerListadoPerros	133	END	1683836153979	1683836154400
REQUEST	135		R_ObtenerListadoPerros	1683836154104	1683836154429	OK	 
USER	S_ObtenerListadoPerros	135	END	1683836154103	1683836154430
REQUEST	136		R_ObtenerListadoPerros	1683836154140	1683836154446	OK	 
USER	S_ObtenerListadoPerros	136	END	1683836154139	1683836154446
USER	S_ObtenerListadoPerros	138	START	1683836154494	1683836154494
USER	S_ObtenerListadoPerros	139	START	1683836154510	1683836154510
USER	S_ObtenerListadoPerros	140	START	1683836154529	1683836154529
USER	S_ObtenerListadoPerros	141	START	1683836154559	1683836154559
USER	S_ObtenerListadoPerros	142	START	1683836154587	1683836154587
REQUEST	137		R_ObtenerListadoPerros	1683836154323	1683836154630	OK	 
USER	S_ObtenerListadoPerros	137	END	1683836154322	1683836154631
USER	S_ObtenerListadoPerros	143	START	1683836154635	1683836154635
USER	S_ObtenerListadoPerros	144	START	1683836154669	1683836154669
USER	S_ObtenerListadoPerros	145	START	1683836154682	1683836154682
USER	S_ObtenerListadoPerros	146	START	1683836154697	1683836154697
USER	S_ObtenerListadoPerros	147	START	1683836154729	1683836154729
USER	S_ObtenerListadoPerros	148	START	1683836154745	1683836154745
USER	S_ObtenerListadoPerros	149	START	1683836154805	1683836154805
USER	S_ObtenerListadoPerros	150	START	1683836154805	1683836154805
REQUEST	138		R_ObtenerListadoPerros	1683836154494	1683836154807	OK	 
USER	S_ObtenerListadoPerros	138	END	1683836154494	1683836154808
REQUEST	139		R_ObtenerListadoPerros	1683836154510	1683836154851	OK	 
USER	S_ObtenerListadoPerros	139	END	1683836154510	1683836154852
REQUEST	141		R_ObtenerListadoPerros	1683836154560	1683836154872	OK	 
USER	S_ObtenerListadoPerros	141	END	1683836154559	1683836154873
USER	S_ObtenerListadoPerros	151	START	1683836154881	1683836154881
REQUEST	142		R_ObtenerListadoPerros	1683836154588	1683836154889	OK	 
USER	S_ObtenerListadoPerros	142	END	1683836154587	1683836154890
USER	S_ObtenerListadoPerros	152	START	1683836154899	1683836154899
REQUEST	143		R_ObtenerListadoPerros	1683836154636	1683836154924	OK	 
USER	S_ObtenerListadoPerros	143	END	1683836154635	1683836154925
REQUEST	140		R_ObtenerListadoPerros	1683836154530	1683836154946	OK	 
USER	S_ObtenerListadoPerros	140	END	1683836154529	1683836154947
REQUEST	145		R_ObtenerListadoPerros	1683836154682	1683836154974	OK	 
REQUEST	144		R_ObtenerListadoPerros	1683836154670	1683836154973	OK	 
USER	S_ObtenerListadoPerros	145	END	1683836154682	1683836154974
USER	S_ObtenerListadoPerros	144	END	1683836154669	1683836154974
USER	S_ObtenerListadoPerros	153	START	1683836155021	1683836155021
REQUEST	147		R_ObtenerListadoPerros	1683836154730	1683836155028	OK	 
USER	S_ObtenerListadoPerros	147	END	1683836154729	1683836155029
REQUEST	148		R_ObtenerListadoPerros	1683836154745	1683836155039	OK	 
USER	S_ObtenerListadoPerros	148	END	1683836154745	1683836155040
USER	S_ObtenerListadoPerros	154	START	1683836155069	1683836155069
REQUEST	146		R_ObtenerListadoPerros	1683836154698	1683836155092	OK	 
USER	S_ObtenerListadoPerros	146	END	1683836154697	1683836155093
REQUEST	149		R_ObtenerListadoPerros	1683836154806	1683836155109	OK	 
USER	S_ObtenerListadoPerros	149	END	1683836154805	1683836155110
REQUEST	150		R_ObtenerListadoPerros	1683836154806	1683836155119	OK	 
USER	S_ObtenerListadoPerros	150	END	1683836154805	1683836155120
REQUEST	151		R_ObtenerListadoPerros	1683836154881	1683836155178	OK	 
USER	S_ObtenerListadoPerros	151	END	1683836154881	1683836155180
REQUEST	152		R_ObtenerListadoPerros	1683836154900	1683836155185	OK	 
USER	S_ObtenerListadoPerros	152	END	1683836154899	1683836155186
USER	S_ObtenerListadoPerros	155	START	1683836155240	1683836155240
USER	S_ObtenerListadoPerros	156	START	1683836155303	1683836155303
REQUEST	153		R_ObtenerListadoPerros	1683836155022	1683836155329	OK	 
USER	S_ObtenerListadoPerros	153	END	1683836155021	1683836155330
USER	S_ObtenerListadoPerros	157	START	1683836155369	1683836155369
REQUEST	154		R_ObtenerListadoPerros	1683836155070	1683836155376	OK	 
USER	S_ObtenerListadoPerros	154	END	1683836155069	1683836155377
USER	S_ObtenerListadoPerros	158	START	1683836155444	1683836155444
USER	S_ObtenerListadoPerros	159	START	1683836155458	1683836155458
REQUEST	155		R_ObtenerListadoPerros	1683836155240	1683836155553	OK	 
USER	S_ObtenerListadoPerros	155	END	1683836155240	1683836155554
USER	S_ObtenerListadoPerros	160	START	1683836155569	1683836155569
REQUEST	156		R_ObtenerListadoPerros	1683836155304	1683836155622	OK	 
USER	S_ObtenerListadoPerros	156	END	1683836155303	1683836155624
REQUEST	157		R_ObtenerListadoPerros	1683836155370	1683836155690	OK	 
USER	S_ObtenerListadoPerros	157	END	1683836155369	1683836155691
REQUEST	158		R_ObtenerListadoPerros	1683836155444	1683836155752	OK	 
USER	S_ObtenerListadoPerros	158	END	1683836155444	1683836155753
REQUEST	159		R_ObtenerListadoPerros	1683836155458	1683836155753	OK	 
USER	S_ObtenerListadoPerros	159	END	1683836155458	1683836155754
USER	S_ObtenerListadoPerros	162	START	1683836155783	1683836155783
USER	S_ObtenerListadoPerros	161	START	1683836155783	1683836155783
USER	S_ObtenerListadoPerros	163	START	1683836155814	1683836155814
USER	S_ObtenerListadoPerros	164	START	1683836155829	1683836155829
REQUEST	160		R_ObtenerListadoPerros	1683836155570	1683836155863	OK	 
USER	S_ObtenerListadoPerros	160	END	1683836155569	1683836155864
USER	S_ObtenerListadoPerros	165	START	1683836155952	1683836155952
USER	S_ObtenerListadoPerros	167	START	1683836155969	1683836155969
USER	S_ObtenerListadoPerros	166	START	1683836155969	1683836155969
USER	S_ObtenerListadoPerros	168	START	1683836155999	1683836155999
REQUEST	161		R_ObtenerListadoPerros	1683836155783	1683836156080	OK	 
USER	S_ObtenerListadoPerros	161	END	1683836155783	1683836156081
REQUEST	162		R_ObtenerListadoPerros	1683836155783	1683836156093	OK	 
USER	S_ObtenerListadoPerros	162	END	1683836155783	1683836156093
REQUEST	163		R_ObtenerListadoPerros	1683836155814	1683836156114	OK	 
USER	S_ObtenerListadoPerros	163	END	1683836155814	1683836156115
REQUEST	164		R_ObtenerListadoPerros	1683836155830	1683836156138	OK	 
USER	S_ObtenerListadoPerros	164	END	1683836155829	1683836156139
REQUEST	165		R_ObtenerListadoPerros	1683836155952	1683836156267	OK	 
USER	S_ObtenerListadoPerros	165	END	1683836155952	1683836156269
REQUEST	167		R_ObtenerListadoPerros	1683836155970	1683836156272	OK	 
REQUEST	166		R_ObtenerListadoPerros	1683836155970	1683836156272	OK	 
USER	S_ObtenerListadoPerros	167	END	1683836155969	1683836156272
USER	S_ObtenerListadoPerros	166	END	1683836155969	1683836156273
REQUEST	168		R_ObtenerListadoPerros	1683836156000	1683836156294	OK	 
USER	S_ObtenerListadoPerros	168	END	1683836155999	1683836156295
USER	S_ObtenerListadoPerros	169	START	1683836156369	1683836156369
USER	S_ObtenerListadoPerros	171	START	1683836156369	1683836156369
USER	S_ObtenerListadoPerros	170	START	1683836156369	1683836156369
USER	S_ObtenerListadoPerros	172	START	1683836156509	1683836156509
USER	S_ObtenerListadoPerros	173	START	1683836156559	1683836156559
USER	S_ObtenerListadoPerros	174	START	1683836156620	1683836156620
REQUEST	170		R_ObtenerListadoPerros	1683836156370	1683836156661	OK	 
USER	S_ObtenerListadoPerros	170	END	1683836156369	1683836156662
REQUEST	169		R_ObtenerListadoPerros	1683836156370	1683836156664	OK	 
USER	S_ObtenerListadoPerros	169	END	1683836156369	1683836156665
REQUEST	171		R_ObtenerListadoPerros	1683836156370	1683836156687	OK	 
USER	S_ObtenerListadoPerros	171	END	1683836156369	1683836156687
REQUEST	172		R_ObtenerListadoPerros	1683836156510	1683836156793	OK	 
USER	S_ObtenerListadoPerros	172	END	1683836156509	1683836156794
USER	S_ObtenerListadoPerros	175	START	1683836156849	1683836156849
REQUEST	173		R_ObtenerListadoPerros	1683836156560	1683836156878	OK	 
USER	S_ObtenerListadoPerros	173	END	1683836156559	1683836156879
USER	S_ObtenerListadoPerros	176	START	1683836156899	1683836156899
REQUEST	174		R_ObtenerListadoPerros	1683836156621	1683836156925	OK	 
USER	S_ObtenerListadoPerros	174	END	1683836156620	1683836156925
USER	S_ObtenerListadoPerros	177	START	1683836156929	1683836156929
USER	S_ObtenerListadoPerros	178	START	1683836156942	1683836156942
USER	S_ObtenerListadoPerros	179	START	1683836157020	1683836157020
USER	S_ObtenerListadoPerros	180	START	1683836157129	1683836157129
REQUEST	175		R_ObtenerListadoPerros	1683836156850	1683836157141	OK	 
USER	S_ObtenerListadoPerros	175	END	1683836156849	1683836157142
USER	S_ObtenerListadoPerros	181	START	1683836157160	1683836157160
REQUEST	176		R_ObtenerListadoPerros	1683836156900	1683836157197	OK	 
USER	S_ObtenerListadoPerros	176	END	1683836156899	1683836157199
REQUEST	177		R_ObtenerListadoPerros	1683836156930	1683836157227	OK	 
REQUEST	178		R_ObtenerListadoPerros	1683836156942	1683836157228	OK	 
USER	S_ObtenerListadoPerros	177	END	1683836156929	1683836157228
USER	S_ObtenerListadoPerros	178	END	1683836156942	1683836157229
REQUEST	179		R_ObtenerListadoPerros	1683836157020	1683836157321	OK	 
USER	S_ObtenerListadoPerros	179	END	1683836157020	1683836157322
USER	S_ObtenerListadoPerros	182	START	1683836157378	1683836157378
REQUEST	180		R_ObtenerListadoPerros	1683836157130	1683836157441	OK	 
USER	S_ObtenerListadoPerros	180	END	1683836157129	1683836157442
USER	S_ObtenerListadoPerros	183	START	1683836157441	1683836157441
USER	S_ObtenerListadoPerros	184	START	1683836157459	1683836157459
REQUEST	181		R_ObtenerListadoPerros	1683836157161	1683836157476	OK	 
USER	S_ObtenerListadoPerros	181	END	1683836157160	1683836157478
USER	S_ObtenerListadoPerros	186	START	1683836157519	1683836157519
USER	S_ObtenerListadoPerros	185	START	1683836157519	1683836157519
USER	S_ObtenerListadoPerros	187	START	1683836157627	1683836157627
USER	S_ObtenerListadoPerros	188	START	1683836157629	1683836157629
REQUEST	182		R_ObtenerListadoPerros	1683836157378	1683836157680	OK	 
USER	S_ObtenerListadoPerros	182	END	1683836157378	1683836157681
REQUEST	183		R_ObtenerListadoPerros	1683836157442	1683836157728	OK	 
USER	S_ObtenerListadoPerros	183	END	1683836157441	1683836157729
REQUEST	184		R_ObtenerListadoPerros	1683836157460	1683836157747	OK	 
USER	S_ObtenerListadoPerros	184	END	1683836157459	1683836157747
USER	S_ObtenerListadoPerros	189	START	1683836157808	1683836157808
REQUEST	185		R_ObtenerListadoPerros	1683836157520	1683836157810	OK	 
USER	S_ObtenerListadoPerros	185	END	1683836157519	1683836157810
USER	S_ObtenerListadoPerros	190	START	1683836157828	1683836157828
REQUEST	186		R_ObtenerListadoPerros	1683836157520	1683836157837	OK	 
USER	S_ObtenerListadoPerros	186	END	1683836157519	1683836157838
USER	S_ObtenerListadoPerros	191	START	1683836157844	1683836157844
USER	S_ObtenerListadoPerros	192	START	1683836157849	1683836157849
USER	S_ObtenerListadoPerros	193	START	1683836157874	1683836157874
REQUEST	187		R_ObtenerListadoPerros	1683836157627	1683836157932	OK	 
USER	S_ObtenerListadoPerros	187	END	1683836157627	1683836157933
USER	S_ObtenerListadoPerros	194	START	1683836157969	1683836157969
REQUEST	188		R_ObtenerListadoPerros	1683836157630	1683836158040	OK	 
USER	S_ObtenerListadoPerros	188	END	1683836157629	1683836158041
USER	S_ObtenerListadoPerros	195	START	1683836158045	1683836158045
REQUEST	190		R_ObtenerListadoPerros	1683836157829	1683836158137	OK	 
REQUEST	189		R_ObtenerListadoPerros	1683836157808	1683836158137	OK	 
USER	S_ObtenerListadoPerros	190	END	1683836157828	1683836158138
USER	S_ObtenerListadoPerros	189	END	1683836157808	1683836158138
REQUEST	192		R_ObtenerListadoPerros	1683836157850	1683836158153	OK	 
REQUEST	191		R_ObtenerListadoPerros	1683836157845	1683836158153	OK	 
USER	S_ObtenerListadoPerros	192	END	1683836157849	1683836158155
USER	S_ObtenerListadoPerros	191	END	1683836157844	1683836158155
USER	S_ObtenerListadoPerros	196	START	1683836158200	1683836158200
REQUEST	193		R_ObtenerListadoPerros	1683836157875	1683836158209	OK	 
USER	S_ObtenerListadoPerros	193	END	1683836157874	1683836158210
REQUEST	194		R_ObtenerListadoPerros	1683836157970	1683836158278	OK	 
USER	S_ObtenerListadoPerros	194	END	1683836157969	1683836158279
REQUEST	195		R_ObtenerListadoPerros	1683836158045	1683836158343	OK	 
USER	S_ObtenerListadoPerros	195	END	1683836158045	1683836158344
USER	S_ObtenerListadoPerros	197	START	1683836158416	1683836158416
USER	S_ObtenerListadoPerros	198	START	1683836158431	1683836158431
USER	S_ObtenerListadoPerros	199	START	1683836158509	1683836158509
REQUEST	196		R_ObtenerListadoPerros	1683836158201	1683836158512	OK	 
USER	S_ObtenerListadoPerros	196	END	1683836158200	1683836158512
REQUEST	197		R_ObtenerListadoPerros	1683836158416	1683836158698	OK	 
USER	S_ObtenerListadoPerros	197	END	1683836158416	1683836158699
USER	S_ObtenerListadoPerros	200	START	1683836158699	1683836158699
USER	S_ObtenerListadoPerros	201	START	1683836158712	1683836158712
REQUEST	198		R_ObtenerListadoPerros	1683836158432	1683836158750	OK	 
USER	S_ObtenerListadoPerros	198	END	1683836158431	1683836158752
USER	S_ObtenerListadoPerros	202	START	1683836158759	1683836158759
USER	S_ObtenerListadoPerros	203	START	1683836158790	1683836158790
REQUEST	199		R_ObtenerListadoPerros	1683836158510	1683836158811	OK	 
USER	S_ObtenerListadoPerros	199	END	1683836158509	1683836158812
USER	S_ObtenerListadoPerros	204	START	1683836158899	1683836158899
REQUEST	200		R_ObtenerListadoPerros	1683836158700	1683836158987	OK	 
USER	S_ObtenerListadoPerros	200	END	1683836158699	1683836158988
REQUEST	201		R_ObtenerListadoPerros	1683836158712	1683836159028	OK	 
USER	S_ObtenerListadoPerros	201	END	1683836158712	1683836159029
USER	S_ObtenerListadoPerros	205	START	1683836159053	1683836159053
REQUEST	202		R_ObtenerListadoPerros	1683836158759	1683836159075	OK	 
USER	S_ObtenerListadoPerros	202	END	1683836158759	1683836159076
REQUEST	203		R_ObtenerListadoPerros	1683836158790	1683836159093	OK	 
USER	S_ObtenerListadoPerros	203	END	1683836158790	1683836159094
USER	S_ObtenerListadoPerros	206	START	1683836159130	1683836159130
REQUEST	204		R_ObtenerListadoPerros	1683836158900	1683836159188	OK	 
USER	S_ObtenerListadoPerros	204	END	1683836158899	1683836159189
USER	S_ObtenerListadoPerros	207	START	1683836159208	1683836159208
USER	S_ObtenerListadoPerros	208	START	1683836159223	1683836159223
USER	S_ObtenerListadoPerros	209	START	1683836159239	1683836159239
USER	S_ObtenerListadoPerros	210	START	1683836159239	1683836159239
USER	S_ObtenerListadoPerros	211	START	1683836159254	1683836159254
USER	S_ObtenerListadoPerros	212	START	1683836159285	1683836159285
USER	S_ObtenerListadoPerros	213	START	1683836159289	1683836159289
REQUEST	205		R_ObtenerListadoPerros	1683836159054	1683836159351	OK	 
USER	S_ObtenerListadoPerros	205	END	1683836159053	1683836159352
USER	S_ObtenerListadoPerros	214	START	1683836159380	1683836159380
REQUEST	206		R_ObtenerListadoPerros	1683836159130	1683836159436	OK	 
USER	S_ObtenerListadoPerros	206	END	1683836159130	1683836159437
USER	S_ObtenerListadoPerros	215	START	1683836159441	1683836159441
REQUEST	207		R_ObtenerListadoPerros	1683836159208	1683836159519	OK	 
USER	S_ObtenerListadoPerros	207	END	1683836159208	1683836159519
REQUEST	208		R_ObtenerListadoPerros	1683836159223	1683836159533	OK	 
REQUEST	210		R_ObtenerListadoPerros	1683836159239	1683836159533	OK	 
REQUEST	209		R_ObtenerListadoPerros	1683836159239	1683836159533	OK	 
USER	S_ObtenerListadoPerros	208	END	1683836159223	1683836159534
USER	S_ObtenerListadoPerros	209	END	1683836159239	1683836159534
USER	S_ObtenerListadoPerros	210	END	1683836159239	1683836159534
USER	S_ObtenerListadoPerros	216	START	1683836159534	1683836159534
USER	S_ObtenerListadoPerros	217	START	1683836159534	1683836159534
REQUEST	211		R_ObtenerListadoPerros	1683836159255	1683836159565	OK	 
USER	S_ObtenerListadoPerros	211	END	1683836159254	1683836159566
REQUEST	213		R_ObtenerListadoPerros	1683836159290	1683836159589	OK	 
USER	S_ObtenerListadoPerros	213	END	1683836159289	1683836159590
REQUEST	212		R_ObtenerListadoPerros	1683836159286	1683836159591	OK	 
USER	S_ObtenerListadoPerros	212	END	1683836159285	1683836159591
USER	S_ObtenerListadoPerros	218	START	1683836159610	1683836159610
REQUEST	214		R_ObtenerListadoPerros	1683836159380	1683836159683	OK	 
USER	S_ObtenerListadoPerros	214	END	1683836159380	1683836159685
USER	S_ObtenerListadoPerros	219	START	1683836159736	1683836159736
REQUEST	215		R_ObtenerListadoPerros	1683836159442	1683836159742	OK	 
USER	S_ObtenerListadoPerros	215	END	1683836159441	1683836159743
USER	S_ObtenerListadoPerros	220	START	1683836159766	1683836159766
USER	S_ObtenerListadoPerros	222	START	1683836159769	1683836159769
USER	S_ObtenerListadoPerros	221	START	1683836159769	1683836159769
REQUEST	217		R_ObtenerListadoPerros	1683836159534	1683836159814	OK	 
USER	S_ObtenerListadoPerros	223	START	1683836159814	1683836159814
USER	S_ObtenerListadoPerros	217	END	1683836159534	1683836159815
REQUEST	216		R_ObtenerListadoPerros	1683836159534	1683836159822	OK	 
USER	S_ObtenerListadoPerros	216	END	1683836159534	1683836159822
USER	S_ObtenerListadoPerros	224	START	1683836159830	1683836159830
USER	S_ObtenerListadoPerros	225	START	1683836159849	1683836159849
USER	S_ObtenerListadoPerros	226	START	1683836159849	1683836159849
USER	S_ObtenerListadoPerros	228	START	1683836159861	1683836159861
USER	S_ObtenerListadoPerros	227	START	1683836159861	1683836159861
REQUEST	218		R_ObtenerListadoPerros	1683836159610	1683836159925	OK	 
USER	S_ObtenerListadoPerros	218	END	1683836159610	1683836159926
USER	S_ObtenerListadoPerros	229	START	1683836160001	1683836160001
USER	S_ObtenerListadoPerros	230	START	1683836160017	1683836160017
USER	S_ObtenerListadoPerros	231	START	1683836160033	1683836160033
REQUEST	219		R_ObtenerListadoPerros	1683836159736	1683836160052	OK	 
USER	S_ObtenerListadoPerros	219	END	1683836159736	1683836160053
USER	S_ObtenerListadoPerros	232	START	1683836160079	1683836160079
REQUEST	222		R_ObtenerListadoPerros	1683836159770	1683836160090	OK	 
USER	S_ObtenerListadoPerros	222	END	1683836159769	1683836160091
REQUEST	220		R_ObtenerListadoPerros	1683836159767	1683836160093	OK	 
USER	S_ObtenerListadoPerros	220	END	1683836159766	1683836160093
REQUEST	221		R_ObtenerListadoPerros	1683836159770	1683836160095	OK	 
USER	S_ObtenerListadoPerros	221	END	1683836159769	1683836160096
REQUEST	223		R_ObtenerListadoPerros	1683836159814	1683836160122	OK	 
USER	S_ObtenerListadoPerros	223	END	1683836159814	1683836160123
REQUEST	224		R_ObtenerListadoPerros	1683836159830	1683836160135	OK	 
USER	S_ObtenerListadoPerros	224	END	1683836159830	1683836160136
REQUEST	226		R_ObtenerListadoPerros	1683836159850	1683836160160	OK	 
USER	S_ObtenerListadoPerros	226	END	1683836159849	1683836160161
REQUEST	225		R_ObtenerListadoPerros	1683836159850	1683836160174	OK	 
USER	S_ObtenerListadoPerros	225	END	1683836159849	1683836160175
REQUEST	228		R_ObtenerListadoPerros	1683836159861	1683836160177	OK	 
USER	S_ObtenerListadoPerros	228	END	1683836159861	1683836160178
REQUEST	227		R_ObtenerListadoPerros	1683836159861	1683836160178	OK	 
USER	S_ObtenerListadoPerros	227	END	1683836159861	1683836160179
USER	S_ObtenerListadoPerros	233	START	1683836160219	1683836160219
USER	S_ObtenerListadoPerros	234	START	1683836160239	1683836160239
USER	S_ObtenerListadoPerros	235	START	1683836160267	1683836160267
USER	S_ObtenerListadoPerros	236	START	1683836160269	1683836160269
USER	S_ObtenerListadoPerros	237	START	1683836160283	1683836160283
USER	S_ObtenerListadoPerros	238	START	1683836160298	1683836160298
USER	S_ObtenerListadoPerros	239	START	1683836160299	1683836160299
REQUEST	230		R_ObtenerListadoPerros	1683836160017	1683836160304	OK	 
USER	S_ObtenerListadoPerros	230	END	1683836160017	1683836160305
REQUEST	229		R_ObtenerListadoPerros	1683836160004	1683836160336	OK	 
USER	S_ObtenerListadoPerros	229	END	1683836160001	1683836160337
REQUEST	231		R_ObtenerListadoPerros	1683836160033	1683836160342	OK	 
USER	S_ObtenerListadoPerros	231	END	1683836160033	1683836160343
REQUEST	232		R_ObtenerListadoPerros	1683836160080	1683836160377	OK	 
USER	S_ObtenerListadoPerros	232	END	1683836160079	1683836160378
USER	S_ObtenerListadoPerros	240	START	1683836160530	1683836160530
REQUEST	233		R_ObtenerListadoPerros	1683836160220	1683836160531	OK	 
REQUEST	234		R_ObtenerListadoPerros	1683836160240	1683836160531	OK	 
USER	S_ObtenerListadoPerros	234	END	1683836160239	1683836160532
USER	S_ObtenerListadoPerros	233	END	1683836160219	1683836160532
USER	S_ObtenerListadoPerros	241	START	1683836160549	1683836160549
USER	S_ObtenerListadoPerros	242	START	1683836160562	1683836160562
REQUEST	236		R_ObtenerListadoPerros	1683836160270	1683836160568	OK	 
USER	S_ObtenerListadoPerros	236	END	1683836160269	1683836160568
USER	S_ObtenerListadoPerros	243	START	1683836160577	1683836160577
USER	S_ObtenerListadoPerros	244	START	1683836160579	1683836160579
REQUEST	237		R_ObtenerListadoPerros	1683836160284	1683836160585	OK	 
USER	S_ObtenerListadoPerros	237	END	1683836160283	1683836160586
REQUEST	238		R_ObtenerListadoPerros	1683836160299	1683836160609	OK	 
USER	S_ObtenerListadoPerros	245	START	1683836160609	1683836160609
USER	S_ObtenerListadoPerros	238	END	1683836160298	1683836160611
REQUEST	239		R_ObtenerListadoPerros	1683836160300	1683836160612	OK	 
USER	S_ObtenerListadoPerros	239	END	1683836160299	1683836160613
USER	S_ObtenerListadoPerros	246	START	1683836160639	1683836160639
USER	S_ObtenerListadoPerros	247	START	1683836160670	1683836160670
REQUEST	235		R_ObtenerListadoPerros	1683836160267	1683836160680	OK	 
USER	S_ObtenerListadoPerros	235	END	1683836160267	1683836160683
REQUEST	240		R_ObtenerListadoPerros	1683836160531	1683836160841	OK	 
USER	S_ObtenerListadoPerros	240	END	1683836160530	1683836160843
REQUEST	241		R_ObtenerListadoPerros	1683836160550	1683836160849	OK	 
USER	S_ObtenerListadoPerros	241	END	1683836160549	1683836160850
REQUEST	242		R_ObtenerListadoPerros	1683836160562	1683836160862	OK	 
USER	S_ObtenerListadoPerros	242	END	1683836160562	1683836160863
REQUEST	243		R_ObtenerListadoPerros	1683836160578	1683836160872	OK	 
USER	S_ObtenerListadoPerros	243	END	1683836160577	1683836160873
REQUEST	244		R_ObtenerListadoPerros	1683836160580	1683836160882	OK	 
USER	S_ObtenerListadoPerros	244	END	1683836160579	1683836160883
REQUEST	245		R_ObtenerListadoPerros	1683836160610	1683836160902	OK	 
USER	S_ObtenerListadoPerros	245	END	1683836160609	1683836160903
REQUEST	246		R_ObtenerListadoPerros	1683836160640	1683836160938	OK	 
USER	S_ObtenerListadoPerros	246	END	1683836160639	1683836160939
REQUEST	247		R_ObtenerListadoPerros	1683836160671	1683836160975	OK	 
USER	S_ObtenerListadoPerros	247	END	1683836160670	1683836160976
