RUN	scala.simulations.simulation_1	simulation-1	1683748221530	prueba5	3.3.1
USER	Obtene todos los perros	130	END	1683748233228	1683748234453
REQUEST	142		Obtener_Todos_Los_Perros	1683748234181	1683748234498	OK	 
USER	Obtene todos los perros	142	END	1683748234180	1683748234499
USER	Obtene todos los perros	146	START	1683748234510	1683748234510
REQUEST	143		Obtener_Todos_Los_Perros	1683748234259	1683748234549	OK	 
USER	Obtene todos los perros	143	END	1683748234258	1683748234551
USER	Obtene todos los perros	147	START	1683748234588	1683748234588
REQUEST	144		Obtener_Todos_Los_Perros	1683748234338	1683748234636	OK	 
USER	Obtene todos los perros	144	END	1683748234337	1683748234638
USER	Obtene todos los perros	148	START	1683748234676	1683748234676
USER	Obtene todos los perros	149	START	1683748234755	1683748234755
REQUEST	146		Obtener_Todos_Los_Perros	1683748234510	1683748234810	OK	 
USER	Obtene todos los perros	146	END	1683748234510	1683748234811
USER	Obtene todos los perros	150	START	1683748234839	1683748234839
REQUEST	137		Obtener_Todos_Los_Perros	1683748233768	1683748234922	OK	 
USER	Obtene todos los perros	137	END	1683748233768	1683748234923
USER	Obtene todos los perros	151	START	1683748234929	1683748234929
USER	Obtene todos los perros	152	START	1683748234996	1683748234996
REQUEST	148		Obtener_Todos_Los_Perros	1683748234677	1683748235009	OK	 
USER	Obtene todos los perros	148	END	1683748234676	1683748235009
REQUEST	149		Obtener_Todos_Los_Perros	1683748234755	1683748235051	OK	 
USER	Obtene todos los perros	149	END	1683748234755	1683748235052
USER	Obtene todos los perros	153	START	1683748235079	1683748235079
REQUEST	140		Obtener_Todos_Los_Perros	1683748234010	1683748235131	OK	 
USER	Obtene todos los perros	140	END	1683748234009	1683748235132
USER	Obtene todos los perros	154	START	1683748235148	1683748235148
USER	Obtene todos los perros	155	START	1683748235227	1683748235227
REQUEST	151		Obtener_Todos_Los_Perros	1683748234929	1683748235237	OK	 
USER	Obtene todos los perros	151	END	1683748234929	1683748235238
USER	Obtene todos los perros	156	START	1683748235307	1683748235307
REQUEST	152		Obtener_Todos_Los_Perros	1683748234996	1683748235326	OK	 
USER	Obtene todos los perros	152	END	1683748234996	1683748235327
REQUEST	153		Obtener_Todos_Los_Perros	1683748235079	1683748235373	OK	 
USER	Obtene todos los perros	153	END	1683748235079	1683748235374
USER	Obtene todos los perros	157	START	1683748235376	1683748235376
REQUEST	154		Obtener_Todos_Los_Perros	1683748235148	1683748235453	OK	 
USER	Obtene todos los perros	154	END	1683748235148	1683748235454
USER	Obtene todos los perros	158	START	1683748235455	1683748235455
REQUEST	155		Obtener_Todos_Los_Perros	1683748235228	1683748235523	OK	 
USER	Obtene todos los perros	155	END	1683748235227	1683748235524
USER	Obtene todos los perros	159	START	1683748235538	1683748235538
USER	Obtene todos los perros	160	START	1683748235617	1683748235617
REQUEST	145		Obtener_Todos_Los_Perros	1683748234426	1683748235626	OK	 
USER	Obtene todos los perros	145	END	1683748234426	1683748235627
USER	Obtene todos los perros	161	START	1683748235685	1683748235685
REQUEST	158		Obtener_Todos_Los_Perros	1683748235455	1683748235748	OK	 
USER	Obtene todos los perros	158	END	1683748235455	1683748235749
USER	Obtene todos los perros	162	START	1683748235766	1683748235766
REQUEST	147		Obtener_Todos_Los_Perros	1683748234588	1683748235844	OK	 
USER	Obtene todos los perros	147	END	1683748234588	1683748235845
USER	Obtene todos los perros	163	START	1683748235845	1683748235845
USER	Obtene todos los perros	164	START	1683748235918	1683748235918
REQUEST	161		Obtener_Todos_Los_Perros	1683748235685	1683748235993	OK	 
USER	Obtene todos los perros	161	END	1683748235685	1683748235994
USER	Obtene todos los perros	165	START	1683748236008	1683748236008
REQUEST	150		Obtener_Todos_Los_Perros	1683748234840	1683748236060	OK	 
USER	Obtene todos los perros	150	END	1683748234839	1683748236061
USER	Obtene todos los perros	166	START	1683748236087	1683748236087
REQUEST	157		Obtener_Todos_Los_Perros	1683748235377	1683748236156	OK	 
USER	Obtene todos los perros	157	END	1683748235376	1683748236157
USER	Obtene todos los perros	167	START	1683748236169	1683748236169
USER	Obtene todos los perros	168	START	1683748236259	1683748236259
REQUEST	159		Obtener_Todos_Los_Perros	1683748235538	1683748236320	OK	 
REQUEST	165		Obtener_Todos_Los_Perros	1683748236008	1683748236320	OK	 
USER	Obtene todos los perros	159	END	1683748235538	1683748236321
USER	Obtene todos los perros	165	END	1683748236008	1683748236321
USER	Obtene todos los perros	169	START	1683748236336	1683748236336
REQUEST	166		Obtener_Todos_Los_Perros	1683748236087	1683748236380	OK	 
USER	Obtene todos los perros	166	END	1683748236087	1683748236381
USER	Obtene todos los perros	170	START	1683748236416	1683748236416
REQUEST	167		Obtener_Todos_Los_Perros	1683748236169	1683748236460	OK	 
USER	Obtene todos los perros	167	END	1683748236169	1683748236461
USER	Obtene todos los perros	171	START	1683748236506	1683748236506
REQUEST	156		Obtener_Todos_Los_Perros	1683748235308	1683748236511	OK	 
USER	Obtene todos los perros	156	END	1683748235307	1683748236512
REQUEST	168		Obtener_Todos_Los_Perros	1683748236259	1683748236542	OK	 
USER	Obtene todos los perros	168	END	1683748236259	1683748236543
USER	Obtene todos los perros	172	START	1683748236586	1683748236586
REQUEST	169		Obtener_Todos_Los_Perros	1683748236336	1683748236625	OK	 
USER	Obtene todos los perros	169	END	1683748236336	1683748236627
USER	Obtene todos los perros	173	START	1683748236666	1683748236666
REQUEST	170		Obtener_Todos_Los_Perros	1683748236417	1683748236712	OK	 
USER	Obtene todos los perros	170	END	1683748236416	1683748236714
USER	Obtene todos los perros	174	START	1683748236756	1683748236756
REQUEST	171		Obtener_Todos_Los_Perros	1683748236507	1683748236813	OK	 
USER	Obtene todos los perros	171	END	1683748236506	1683748236814
USER	Obtene todos los perros	175	START	1683748236835	1683748236835
REQUEST	172		Obtener_Todos_Los_Perros	1683748236586	1683748236905	OK	 
USER	Obtene todos los perros	172	END	1683748236586	1683748236906
USER	Obtene todos los perros	176	START	1683748236919	1683748236919
REQUEST	173		Obtener_Todos_Los_Perros	1683748236667	1683748236977	OK	 
USER	Obtene todos los perros	173	END	1683748236666	1683748236978
USER	Obtene todos los perros	177	START	1683748236997	1683748236997
REQUEST	160		Obtener_Todos_Los_Perros	1683748235618	1683748237028	OK	 
USER	Obtene todos los perros	160	END	1683748235617	1683748237030
REQUEST	174		Obtener_Todos_Los_Perros	1683748236756	1683748237052	OK	 
USER	Obtene todos los perros	174	END	1683748236756	1683748237052
USER	Obtene todos los perros	178	START	1683748237078	1683748237078
REQUEST	162		Obtener_Todos_Los_Perros	1683748235766	1683748237090	OK	 
USER	Obtene todos los perros	162	END	1683748235766	1683748237091
REQUEST	163		Obtener_Todos_Los_Perros	1683748235845	1683748237109	OK	 
USER	Obtene todos los perros	163	END	1683748235845	1683748237110
REQUEST	164		Obtener_Todos_Los_Perros	1683748235919	1683748237121	OK	 
USER	Obtene todos los perros	164	END	1683748235918	1683748237123
USER	Obtene todos los perros	179	START	1683748237149	1683748237149
REQUEST	176		Obtener_Todos_Los_Perros	1683748236920	1683748237209	OK	 
USER	Obtene todos los perros	176	END	1683748236919	1683748237210
USER	Obtene todos los perros	180	START	1683748237228	1683748237228
REQUEST	177		Obtener_Todos_Los_Perros	1683748236998	1683748237300	OK	 
USER	Obtene todos los perros	177	END	1683748236997	1683748237302
USER	Obtene todos los perros	181	START	1683748237310	1683748237310
USER	Obtene todos los perros	182	START	1683748237378	1683748237378
REQUEST	178		Obtener_Todos_Los_Perros	1683748237079	1683748237381	OK	 
USER	Obtene todos los perros	178	END	1683748237078	1683748237382
REQUEST	179		Obtener_Todos_Los_Perros	1683748237150	1683748237444	OK	 
USER	Obtene todos los perros	179	END	1683748237149	1683748237446
USER	Obtene todos los perros	183	START	1683748237461	1683748237461
REQUEST	180		Obtener_Todos_Los_Perros	1683748237228	1683748237529	OK	 
USER	Obtene todos los perros	180	END	1683748237228	1683748237530
USER	Obtene todos los perros	184	START	1683748237538	1683748237538
REQUEST	181		Obtener_Todos_Los_Perros	1683748237311	1683748237617	OK	 
USER	Obtene todos los perros	185	START	1683748237617	1683748237617
USER	Obtene todos los perros	181	END	1683748237310	1683748237618
USER	Obtene todos los perros	186	START	1683748237685	1683748237685
REQUEST	183		Obtener_Todos_Los_Perros	1683748237462	1683748237764	OK	 
USER	Obtene todos los perros	183	END	1683748237461	1683748237765
USER	Obtene todos los perros	187	START	1683748237765	1683748237765
REQUEST	184		Obtener_Todos_Los_Perros	1683748237538	1683748237836	OK	 
USER	Obtene todos los perros	184	END	1683748237538	1683748237837
USER	Obtene todos los perros	188	START	1683748237850	1683748237850
USER	Obtene todos los perros	189	START	1683748237920	1683748237920
USER	Obtene todos los perros	190	START	1683748237988	1683748237988
REQUEST	182		Obtener_Todos_Los_Perros	1683748237378	1683748238040	OK	 
USER	Obtene todos los perros	182	END	1683748237378	1683748238041
REQUEST	187		Obtener_Todos_Los_Perros	1683748237766	1683748238058	OK	 
USER	Obtene todos los perros	187	END	1683748237765	1683748238059
USER	Obtene todos los perros	191	START	1683748238076	1683748238076
REQUEST	175		Obtener_Todos_Los_Perros	1683748236835	1683748238133	OK	 
USER	Obtene todos los perros	175	END	1683748236835	1683748238134
USER	Obtene todos los perros	192	START	1683748238159	1683748238159
REQUEST	188		Obtener_Todos_Los_Perros	1683748237851	1683748238162	OK	 
USER	Obtene todos los perros	188	END	1683748237850	1683748238163
REQUEST	189		Obtener_Todos_Los_Perros	1683748237921	1683748238210	OK	 
USER	Obtene todos los perros	189	END	1683748237920	1683748238211
USER	Obtene todos los perros	193	START	1683748238239	1683748238239
REQUEST	190		Obtener_Todos_Los_Perros	1683748237989	1683748238292	OK	 
USER	Obtene todos los perros	190	END	1683748237988	1683748238293
USER	Obtene todos los perros	194	START	1683748238329	1683748238329
REQUEST	191		Obtener_Todos_Los_Perros	1683748238077	1683748238373	OK	 
USER	Obtene todos los perros	191	END	1683748238076	1683748238374
USER	Obtene todos los perros	195	START	1683748238407	1683748238407
USER	Obtene todos los perros	196	START	1683748238489	1683748238489
REQUEST	193		Obtener_Todos_Los_Perros	1683748238240	1683748238545	OK	 
USER	Obtene todos los perros	193	END	1683748238239	1683748238545
USER	Obtene todos los perros	197	START	1683748238580	1683748238580
REQUEST	194		Obtener_Todos_Los_Perros	1683748238329	1683748238613	OK	 
USER	Obtene todos los perros	194	END	1683748238329	1683748238615
USER	Obtene todos los perros	198	START	1683748238657	1683748238657
REQUEST	195		Obtener_Todos_Los_Perros	1683748238407	1683748238689	OK	 
USER	Obtene todos los perros	195	END	1683748238407	1683748238691
REQUEST	186		Obtener_Todos_Los_Perros	1683748237685	1683748238694	OK	 
USER	Obtene todos los perros	186	END	1683748237685	1683748238695
USER	Obtene todos los perros	199	START	1683748238735	1683748238735
REQUEST	196		Obtener_Todos_Los_Perros	1683748238490	1683748238783	OK	 
USER	Obtene todos los perros	196	END	1683748238489	1683748238784
USER	Obtene todos los perros	200	START	1683748238831	1683748238831
REQUEST	185		Obtener_Todos_Los_Perros	1683748237618	1683748238859	OK	 
USER	Obtene todos los perros	185	END	1683748237617	1683748238860
USER	Obtene todos los perros	201	START	1683748238907	1683748238907
USER	Obtene todos los perros	202	START	1683748238996	1683748238996
REQUEST	199		Obtener_Todos_Los_Perros	1683748238735	1683748239029	OK	 
USER	Obtene todos los perros	199	END	1683748238735	1683748239030
USER	Obtene todos los perros	203	START	1683748239076	1683748239076
REQUEST	200		Obtener_Todos_Los_Perros	1683748238832	1683748239133	OK	 
USER	Obtene todos los perros	200	END	1683748238831	1683748239134
USER	Obtene todos los perros	204	START	1683748239150	1683748239150
REQUEST	201		Obtener_Todos_Los_Perros	1683748238908	1683748239206	OK	 
USER	Obtene todos los perros	201	END	1683748238907	1683748239207
USER	Obtene todos los perros	205	START	1683748239229	1683748239229
USER	Obtene todos los perros	206	START	1683748239310	1683748239310
REQUEST	192		Obtener_Todos_Los_Perros	1683748238160	1683748239337	OK	 
USER	Obtene todos los perros	192	END	1683748238159	1683748239337
USER	Obtene todos los perros	207	START	1683748239385	1683748239385
REQUEST	203		Obtener_Todos_Los_Perros	1683748239076	1683748239441	OK	 
USER	Obtene todos los perros	203	END	1683748239076	1683748239442
USER	Obtene todos los perros	208	START	1683748239456	1683748239456
REQUEST	204		Obtener_Todos_Los_Perros	1683748239151	1683748239481	OK	 
USER	Obtene todos los perros	204	END	1683748239150	1683748239482
REQUEST	197		Obtener_Todos_Los_Perros	1683748238580	1683748239526	OK	 
USER	Obtene todos los perros	197	END	1683748238580	1683748239527
USER	Obtene todos los perros	209	START	1683748239540	1683748239540
USER	Obtene todos los perros	210	START	1683748239619	1683748239619
REQUEST	207		Obtener_Todos_Los_Perros	1683748239385	1683748239667	OK	 
USER	Obtene todos los perros	207	END	1683748239385	1683748239668
REQUEST	198		Obtener_Todos_Los_Perros	1683748238657	1683748239685	OK	 
USER	Obtene todos los perros	198	END	1683748238657	1683748239686
USER	Obtene todos los perros	211	START	1683748239686	1683748239686
USER	Obtene todos los perros	212	START	1683748239766	1683748239766
USER	Obtene todos los perros	213	START	1683748239845	1683748239845
REQUEST	209		Obtener_Todos_Los_Perros	1683748239541	1683748239850	OK	 
USER	Obtene todos los perros	209	END	1683748239540	1683748239850
REQUEST	210		Obtener_Todos_Los_Perros	1683748239620	1683748239911	OK	 
USER	Obtene todos los perros	210	END	1683748239619	1683748239912
USER	Obtene todos los perros	214	START	1683748239919	1683748239919
REQUEST	211		Obtener_Todos_Los_Perros	1683748239687	1683748239987	OK	 
USER	Obtene todos los perros	211	END	1683748239686	1683748239988
USER	Obtene todos los perros	215	START	1683748240008	1683748240008
REQUEST	212		Obtener_Todos_Los_Perros	1683748239766	1683748240057	OK	 
USER	Obtene todos los perros	212	END	1683748239766	1683748240058
USER	Obtene todos los perros	216	START	1683748240087	1683748240087
REQUEST	213		Obtener_Todos_Los_Perros	1683748239845	1683748240152	OK	 
USER	Obtene todos los perros	213	END	1683748239845	1683748240153
USER	Obtene todos los perros	217	START	1683748240166	1683748240166
REQUEST	214		Obtener_Todos_Los_Perros	1683748239920	1683748240214	OK	 
USER	Obtene todos los perros	214	END	1683748239919	1683748240215
USER	Obtene todos los perros	218	START	1683748240256	1683748240256
REQUEST	202		Obtener_Todos_Los_Perros	1683748238997	1683748240307	OK	 
USER	Obtene todos los perros	202	END	1683748238996	1683748240308
USER	Obtene todos los perros	219	START	1683748240335	1683748240335
USER	Obtene todos los perros	220	START	1683748240415	1683748240415
REQUEST	205		Obtener_Todos_Los_Perros	1683748239230	1683748240421	OK	 
USER	Obtene todos los perros	205	END	1683748239229	1683748240422
REQUEST	217		Obtener_Todos_Los_Perros	1683748240166	1683748240452	OK	 
USER	Obtene todos los perros	217	END	1683748240166	1683748240452
REQUEST	206		Obtener_Todos_Los_Perros	1683748239311	1683748240489	OK	 
USER	Obtene todos los perros	206	END	1683748239310	1683748240490
USER	Obtene todos los perros	221	START	1683748240510	1683748240510
REQUEST	218		Obtener_Todos_Los_Perros	1683748240256	1683748240551	OK	 
USER	Obtene todos los perros	218	END	1683748240256	1683748240553
USER	Obtene todos los perros	222	START	1683748240586	1683748240586
REQUEST	219		Obtener_Todos_Los_Perros	1683748240336	1683748240633	OK	 
USER	Obtene todos los perros	219	END	1683748240335	1683748240634
USER	Obtene todos los perros	223	START	1683748240669	1683748240669
REQUEST	208		Obtener_Todos_Los_Perros	1683748239456	1683748240691	OK	 
USER	Obtene todos los perros	208	END	1683748239456	1683748240692
REQUEST	215		Obtener_Todos_Los_Perros	1683748240008	1683748240714	OK	 
USER	Obtene todos los perros	215	END	1683748240008	1683748240716
USER	Obtene todos los perros	224	START	1683748240759	1683748240759
REQUEST	221		Obtener_Todos_Los_Perros	1683748240510	1683748240815	OK	 
USER	Obtene todos los perros	221	END	1683748240510	1683748240816
USER	Obtene todos los perros	225	START	1683748240837	1683748240837
REQUEST	220		Obtener_Todos_Los_Perros	1683748240416	1683748240840	OK	 
USER	Obtene todos los perros	220	END	1683748240415	1683748240841
REQUEST	222		Obtener_Todos_Los_Perros	1683748240587	1683748240888	OK	 
USER	Obtene todos los perros	222	END	1683748240586	1683748240889
USER	Obtene todos los perros	226	START	1683748240916	1683748240916
REQUEST	223		Obtener_Todos_Los_Perros	1683748240670	1683748240975	OK	 
USER	Obtene todos los perros	223	END	1683748240669	1683748240976
USER	Obtene todos los perros	227	START	1683748240997	1683748240997
REQUEST	224		Obtener_Todos_Los_Perros	1683748240759	1683748241061	OK	 
USER	Obtene todos los perros	224	END	1683748240759	1683748241062
USER	Obtene todos los perros	228	START	1683748241075	1683748241075
REQUEST	225		Obtener_Todos_Los_Perros	1683748240837	1683748241142	OK	 
USER	Obtene todos los perros	225	END	1683748240837	1683748241144
USER	Obtene todos los perros	229	START	1683748241158	1683748241158
USER	Obtene todos los perros	230	START	1683748241226	1683748241226
REQUEST	216		Obtener_Todos_Los_Perros	1683748240088	1683748241269	OK	 
USER	Obtene todos los perros	216	END	1683748240087	1683748241270
REQUEST	227		Obtener_Todos_Los_Perros	1683748240997	1683748241286	OK	 
USER	Obtene todos los perros	227	END	1683748240997	1683748241287
USER	Obtene todos los perros	231	START	1683748241307	1683748241307
REQUEST	228		Obtener_Todos_Los_Perros	1683748241075	1683748241366	OK	 
USER	Obtene todos los perros	228	END	1683748241075	1683748241366
USER	Obtene todos los perros	232	START	1683748241385	1683748241385
USER	Obtene todos los perros	233	START	1683748241458	1683748241458
REQUEST	229		Obtener_Todos_Los_Perros	1683748241159	1683748241466	OK	 
USER	Obtene todos los perros	229	END	1683748241158	1683748241467
REQUEST	230		Obtener_Todos_Los_Perros	1683748241227	1683748241537	OK	 
USER	Obtene todos los perros	234	START	1683748241537	1683748241537
USER	Obtene todos los perros	230	END	1683748241226	1683748241538
USER	Obtene todos los perros	235	START	1683748241616	1683748241616
USER	Obtene todos los perros	236	START	1683748241696	1683748241696
USER	Obtene todos los perros	237	START	1683748241765	1683748241765
REQUEST	234		Obtener_Todos_Los_Perros	1683748241538	1683748241836	OK	 
USER	Obtene todos los perros	234	END	1683748241537	1683748241838
USER	Obtene todos los perros	238	START	1683748241848	1683748241848
REQUEST	235		Obtener_Todos_Los_Perros	1683748241616	1683748241913	OK	 
USER	Obtene todos los perros	235	END	1683748241616	1683748241914
USER	Obtene todos los perros	239	START	1683748241926	1683748241926
REQUEST	233		Obtener_Todos_Los_Perros	1683748241459	1683748241952	OK	 
USER	Obtene todos los perros	233	END	1683748241458	1683748241953
REQUEST	236		Obtener_Todos_Los_Perros	1683748241697	1683748241988	OK	 
USER	Obtene todos los perros	236	END	1683748241696	1683748241988
USER	Obtene todos los perros	240	START	1683748242008	1683748242008
USER	Obtene todos los perros	241	START	1683748242086	1683748242086
REQUEST	238		Obtener_Todos_Los_Perros	1683748241848	1683748242161	OK	 
USER	Obtene todos los perros	238	END	1683748241848	1683748242161
USER	Obtene todos los perros	242	START	1683748242178	1683748242178
REQUEST	232		Obtener_Todos_Los_Perros	1683748241386	1683748242188	OK	 
USER	Obtene todos los perros	232	END	1683748241385	1683748242189
REQUEST	239		Obtener_Todos_Los_Perros	1683748241927	1683748242241	OK	 
USER	Obtene todos los perros	239	END	1683748241926	1683748242241
USER	Obtene todos los perros	243	START	1683748242256	1683748242256
REQUEST	240		Obtener_Todos_Los_Perros	1683748242009	1683748242300	OK	 
REQUEST	226		Obtener_Todos_Los_Perros	1683748240917	1683748242300	OK	 
USER	Obtene todos los perros	226	END	1683748240916	1683748242301
USER	Obtene todos los perros	240	END	1683748242008	1683748242301
USER	Obtene todos los perros	244	START	1683748242339	1683748242339
REQUEST	241		Obtener_Todos_Los_Perros	1683748242086	1683748242379	OK	 
USER	Obtene todos los perros	241	END	1683748242086	1683748242380
REQUEST	231		Obtener_Todos_Los_Perros	1683748241308	1683748242393	OK	 
USER	Obtene todos los perros	231	END	1683748241307	1683748242394
USER	Obtene todos los perros	245	START	1683748242427	1683748242427
REQUEST	242		Obtener_Todos_Los_Perros	1683748242178	1683748242462	OK	 
USER	Obtene todos los perros	242	END	1683748242178	1683748242463
USER	Obtene todos los perros	246	START	1683748242505	1683748242505
USER	Obtene todos los perros	247	START	1683748242590	1683748242590
REQUEST	244		Obtener_Todos_Los_Perros	1683748242340	1683748242638	OK	 
USER	Obtene todos los perros	244	END	1683748242339	1683748242639
USER	Obtene todos los perros	248	START	1683748242679	1683748242679
REQUEST	245		Obtener_Todos_Los_Perros	1683748242428	1683748242720	OK	 
USER	Obtene todos los perros	245	END	1683748242427	1683748242721
USER	Obtene todos los perros	249	START	1683748242757	1683748242757
USER	Obtene todos los perros	250	START	1683748242836	1683748242836
REQUEST	247		Obtener_Todos_Los_Perros	1683748242591	1683748242891	OK	 
USER	Obtene todos los perros	247	END	1683748242590	1683748242893
USER	Obtene todos los perros	251	START	1683748242925	1683748242925
REQUEST	248		Obtener_Todos_Los_Perros	1683748242680	1683748242970	OK	 
USER	Obtene todos los perros	248	END	1683748242679	1683748242972
REQUEST	237		Obtener_Todos_Los_Perros	1683748241765	1683748242978	OK	 
USER	Obtene todos los perros	237	END	1683748241765	1683748242979
USER	Obtene todos los perros	252	START	1683748243001	1683748243001
REQUEST	249		Obtener_Todos_Los_Perros	1683748242757	1683748243052	OK	 
USER	Obtene todos los perros	249	END	1683748242757	1683748243053
USER	Obtene todos los perros	253	START	1683748243079	1683748243079
USER	Obtene todos los perros	254	START	1683748243158	1683748243158
REQUEST	250		Obtener_Todos_Los_Perros	1683748242837	1683748243193	OK	 
USER	Obtene todos los perros	250	END	1683748242836	1683748243194
REQUEST	243		Obtener_Todos_Los_Perros	1683748242256	1683748243218	OK	 
USER	Obtene todos los perros	243	END	1683748242256	1683748243219
USER	Obtene todos los perros	255	START	1683748243227	1683748243227
REQUEST	252		Obtener_Todos_Los_Perros	1683748243001	1683748243298	OK	 
USER	Obtene todos los perros	252	END	1683748243001	1683748243299
USER	Obtene todos los perros	256	START	1683748243309	1683748243309
REQUEST	253		Obtener_Todos_Los_Perros	1683748243080	1683748243369	OK	 
USER	Obtene todos los perros	253	END	1683748243079	1683748243371
USER	Obtene todos los perros	257	START	1683748243389	1683748243389
REQUEST	246		Obtener_Todos_Los_Perros	1683748242505	1683748243466	OK	 
USER	Obtene todos los perros	246	END	1683748242505	1683748243467
USER	Obtene todos los perros	258	START	1683748243468	1683748243468
USER	Obtene todos los perros	259	START	1683748243536	1683748243536
REQUEST	255		Obtener_Todos_Los_Perros	1683748243228	1683748243537	OK	 
USER	Obtene todos los perros	255	END	1683748243227	1683748243539
REQUEST	256		Obtener_Todos_Los_Perros	1683748243310	1683748243600	OK	 
USER	Obtene todos los perros	256	END	1683748243309	1683748243601
USER	Obtene todos los perros	260	START	1683748243617	1683748243617
USER	Obtene todos los perros	261	START	1683748243696	1683748243696
REQUEST	258		Obtener_Todos_Los_Perros	1683748243469	1683748243769	OK	 
USER	Obtene todos los perros	262	START	1683748243770	1683748243770
USER	Obtene todos los perros	258	END	1683748243468	1683748243770
REQUEST	259		Obtener_Todos_Los_Perros	1683748243536	1683748243831	OK	 
USER	Obtene todos los perros	259	END	1683748243536	1683748243832
USER	Obtene todos los perros	263	START	1683748243849	1683748243849
REQUEST	260		Obtener_Todos_Los_Perros	1683748243618	1683748243919	OK	 
USER	Obtene todos los perros	260	END	1683748243617	1683748243921
USER	Obtene todos los perros	264	START	1683748243927	1683748243927
USER	Obtene todos los perros	265	START	1683748244005	1683748244005
REQUEST	261		Obtener_Todos_Los_Perros	1683748243696	1683748244009	OK	 
USER	Obtene todos los perros	261	END	1683748243696	1683748244010
REQUEST	262		Obtener_Todos_Los_Perros	1683748243770	1683748244076	OK	 
USER	Obtene todos los perros	262	END	1683748243770	1683748244077
USER	Obtene todos los perros	266	START	1683748244091	1683748244091
REQUEST	263		Obtener_Todos_Los_Perros	1683748243849	1683748244143	OK	 
USER	Obtene todos los perros	263	END	1683748243849	1683748244144
REQUEST	251		Obtener_Todos_Los_Perros	1683748242925	1683748244153	OK	 
USER	Obtene todos los perros	251	END	1683748242925	1683748244154
USER	Obtene todos los perros	267	START	1683748244179	1683748244179
REQUEST	264		Obtener_Todos_Los_Perros	1683748243927	1683748244234	OK	 
USER	Obtene todos los perros	264	END	1683748243927	1683748244234
USER	Obtene todos los perros	268	START	1683748244259	1683748244259
USER	Obtene todos los perros	269	START	1683748244335	1683748244335
REQUEST	254		Obtener_Todos_Los_Perros	1683748243159	1683748244425	OK	 
USER	Obtene todos los perros	254	END	1683748243158	1683748244427
USER	Obtene todos los perros	270	START	1683748244429	1683748244429
REQUEST	267		Obtener_Todos_Los_Perros	1683748244180	1683748244474	OK	 
USER	Obtene todos los perros	267	END	1683748244179	1683748244475
USER	Obtene todos los perros	271	START	1683748244507	1683748244507
REQUEST	257		Obtener_Todos_Los_Perros	1683748243390	1683748244534	OK	 
USER	Obtene todos los perros	257	END	1683748243389	1683748244535
REQUEST	268		Obtener_Todos_Los_Perros	1683748244259	1683748244578	OK	 
USER	Obtene todos los perros	268	END	1683748244259	1683748244578
USER	Obtene todos los perros	272	START	1683748244586	1683748244586
REQUEST	269		Obtener_Todos_Los_Perros	1683748244336	1683748244630	OK	 
USER	Obtene todos los perros	269	END	1683748244335	1683748244631
USER	Obtene todos los perros	273	START	1683748244675	1683748244675
USER	Obtene todos los perros	274	START	1683748244759	1683748244759
USER	Obtene todos los perros	275	START	1683748244839	1683748244839
REQUEST	272		Obtener_Todos_Los_Perros	1683748244586	1683748244904	OK	 
USER	Obtene todos los perros	272	END	1683748244586	1683748244905
USER	Obtene todos los perros	276	START	1683748244925	1683748244925
REQUEST	273		Obtener_Todos_Los_Perros	1683748244675	1683748244971	OK	 
USER	Obtene todos los perros	273	END	1683748244675	1683748244972
USER	Obtene todos los perros	277	START	1683748244988	1683748244988
REQUEST	274		Obtener_Todos_Los_Perros	1683748244759	1683748245060	OK	 
USER	Obtene todos los perros	274	END	1683748244759	1683748245060
USER	Obtene todos los perros	278	START	1683748245068	1683748245068
REQUEST	265		Obtener_Todos_Los_Perros	1683748244005	1683748245109	OK	 
USER	Obtene todos los perros	265	END	1683748244005	1683748245110
REQUEST	275		Obtener_Todos_Los_Perros	1683748244840	1683748245127	OK	 
USER	Obtene todos los perros	275	END	1683748244839	1683748245128
USER	Obtene todos los perros	279	START	1683748245137	1683748245137
USER	Obtene todos los perros	280	START	1683748245219	1683748245219
REQUEST	276		Obtener_Todos_Los_Perros	1683748244925	1683748245236	OK	 
USER	Obtene todos los perros	276	END	1683748244925	1683748245237
REQUEST	277		Obtener_Todos_Los_Perros	1683748244988	1683748245300	OK	 
USER	Obtene todos los perros	277	END	1683748244988	1683748245300
USER	Obtene todos los perros	281	START	1683748245300	1683748245300
REQUEST	278		Obtener_Todos_Los_Perros	1683748245068	1683748245367	OK	 
USER	Obtene todos los perros	278	END	1683748245068	1683748245368
USER	Obtene todos los perros	282	START	1683748245369	1683748245369
REQUEST	266		Obtener_Todos_Los_Perros	1683748244092	1683748245394	OK	 
USER	Obtene todos los perros	266	END	1683748244091	1683748245395
REQUEST	279		Obtener_Todos_Los_Perros	1683748245137	1683748245436	OK	 
USER	Obtene todos los perros	279	END	1683748245137	1683748245437
USER	Obtene todos los perros	283	START	1683748245450	1683748245450
REQUEST	280		Obtener_Todos_Los_Perros	1683748245220	1683748245510	OK	 
USER	Obtene todos los perros	280	END	1683748245219	1683748245511
USER	Obtene todos los perros	284	START	1683748245530	1683748245530
REQUEST	281		Obtener_Todos_Los_Perros	1683748245301	1683748245598	OK	 
USER	Obtene todos los perros	281	END	1683748245300	1683748245599
USER	Obtene todos los perros	285	START	1683748245599	1683748245599
REQUEST	270		Obtener_Todos_Los_Perros	1683748244430	1683748245612	OK	 
USER	Obtene todos los perros	270	END	1683748244429	1683748245613
