RUN	scala.simulations.simulation_1	simulation-1	1683748362663	 	3.3.1
USER	Obtene todos los perros	6	START	1683748363785	1683748363785
USER	Obtene todos los perros	496	START	1683748363903	1683748363903
USER	Obtene todos los perros	4	START	1683748363784	1683748363784
USER	Obtene todos los perros	497	START	1683748363903	1683748363903
USER	Obtene todos los perros	498	START	1683748363904	1683748363904
USER	Obtene todos los perros	499	START	1683748363904	1683748363904
USER	Obtene todos los perros	500	START	1683748363904	1683748363904
USER	Obtene todos los perros	23	START	1683748363797	1683748363797
USER	Obtene todos los perros	487	START	1683748363903	1683748363903
USER	Obtene todos los perros	24	START	1683748363809	1683748363809
USER	Obtene todos los perros	14	START	1683748363786	1683748363786
USER	Obtene todos los perros	16	START	1683748363787	1683748363787
USER	Obtene todos los perros	471	START	1683748363902	1683748363902
USER	Obtene todos los perros	460	START	1683748363901	1683748363901
USER	Obtene todos los perros	482	START	1683748363902	1683748363902
USER	Obtene todos los perros	485	START	1683748363903	1683748363903
USER	Obtene todos los perros	483	START	1683748363903	1683748363903
USER	Obtene todos los perros	467	START	1683748363901	1683748363901
USER	Obtene todos los perros	466	START	1683748363901	1683748363901
USER	Obtene todos los perros	472	START	1683748363902	1683748363902
REQUEST	48		Obtener_Todos_Los_Perros	1683748363880	1683748365074	OK	 
USER	Obtene todos los perros	48	END	1683748363880	1683748365098
REQUEST	80		Obtener_Todos_Los_Perros	1683748363882	1683748365099	OK	 
USER	Obtene todos los perros	80	END	1683748363882	1683748365099
REQUEST	32		Obtener_Todos_Los_Perros	1683748363880	1683748365703	OK	 
USER	Obtene todos los perros	32	END	1683748363879	1683748365704
REQUEST	96		Obtener_Todos_Los_Perros	1683748363883	1683748365775	OK	 
USER	Obtene todos los perros	96	END	1683748363882	1683748365776
REQUEST	128		Obtener_Todos_Los_Perros	1683748363884	1683748365975	OK	 
USER	Obtene todos los perros	128	END	1683748363884	1683748365977
REQUEST	51		Obtener_Todos_Los_Perros	1683748363880	1683748366165	OK	 
USER	Obtene todos los perros	51	END	1683748363880	1683748366166
REQUEST	385		Obtener_Todos_Los_Perros	1683748363897	1683748366168	OK	 
USER	Obtene todos los perros	385	END	1683748363896	1683748366169
REQUEST	139		Obtener_Todos_Los_Perros	1683748363885	1683748366282	OK	 
USER	Obtene todos los perros	139	END	1683748363884	1683748366283
REQUEST	337		Obtener_Todos_Los_Perros	1683748363894	1683748366289	OK	 
USER	Obtene todos los perros	337	END	1683748363894	1683748366290
REQUEST	35		Obtener_Todos_Los_Perros	1683748363880	1683748366301	OK	 
USER	Obtene todos los perros	35	END	1683748363879	1683748366302
REQUEST	107		Obtener_Todos_Los_Perros	1683748363883	1683748366327	OK	 
USER	Obtene todos los perros	107	END	1683748363883	1683748366328
REQUEST	273		Obtener_Todos_Los_Perros	1683748363891	1683748366416	OK	 
USER	Obtene todos los perros	273	END	1683748363890	1683748366416
REQUEST	11		Obtener_Todos_Los_Perros	1683748363871	1683748366490	OK	 
USER	Obtene todos los perros	11	END	1683748363785	1683748366490
REQUEST	187		Obtener_Todos_Los_Perros	1683748363887	1683748366493	OK	 
USER	Obtene todos los perros	187	END	1683748363886	1683748366494
REQUEST	209		Obtener_Todos_Los_Perros	1683748363888	1683748366495	OK	 
USER	Obtene todos los perros	209	END	1683748363887	1683748366496
REQUEST	145		Obtener_Todos_Los_Perros	1683748363885	1683748366504	OK	 
USER	Obtene todos los perros	145	END	1683748363884	1683748366505
REQUEST	433		Obtener_Todos_Los_Perros	1683748363899	1683748366508	OK	 
USER	Obtene todos los perros	433	END	1683748363899	1683748366509
REQUEST	171		Obtener_Todos_Los_Perros	1683748363886	1683748366511	OK	 
USER	Obtene todos los perros	171	END	1683748363886	1683748366512
REQUEST	27		Obtener_Todos_Los_Perros	1683748363879	1683748366516	OK	 
USER	Obtene todos los perros	27	END	1683748363879	1683748366517
REQUEST	241		Obtener_Todos_Los_Perros	1683748363889	1683748366527	OK	 
USER	Obtene todos los perros	241	END	1683748363889	1683748366527
REQUEST	369		Obtener_Todos_Los_Perros	1683748363896	1683748366556	OK	 
USER	Obtene todos los perros	369	END	1683748363895	1683748366557
REQUEST	75		Obtener_Todos_Los_Perros	1683748363882	1683748366567	OK	 
USER	Obtene todos los perros	75	END	1683748363881	1683748366567
REQUEST	275		Obtener_Todos_Los_Perros	1683748363891	1683748366604	OK	 
REQUEST	55		Obtener_Todos_Los_Perros	1683748363881	1683748366604	OK	 
USER	Obtene todos los perros	55	END	1683748363880	1683748366605
USER	Obtene todos los perros	275	END	1683748363890	1683748366605
REQUEST	417		Obtener_Todos_Los_Perros	1683748363899	1683748366607	OK	 
USER	Obtene todos los perros	417	END	1683748363898	1683748366607
REQUEST	87		Obtener_Todos_Los_Perros	1683748363882	1683748366609	OK	 
USER	Obtene todos los perros	87	END	1683748363882	1683748366610
REQUEST	131		Obtener_Todos_Los_Perros	1683748363884	1683748366619	OK	 
USER	Obtene todos los perros	131	END	1683748363884	1683748366620
REQUEST	163		Obtener_Todos_Los_Perros	1683748363886	1683748366633	OK	 
USER	Obtene todos los perros	163	END	1683748363885	1683748366634
REQUEST	324		Obtener_Todos_Los_Perros	1683748363893	1683748366668	OK	 
REQUEST	203		Obtener_Todos_Los_Perros	1683748363887	1683748366668	OK	 
USER	Obtene todos los perros	324	END	1683748363893	1683748366669
USER	Obtene todos los perros	203	END	1683748363887	1683748366669
REQUEST	42		Obtener_Todos_Los_Perros	1683748363880	1683748366673	OK	 
REQUEST	195		Obtener_Todos_Los_Perros	1683748363887	1683748366674	OK	 
USER	Obtene todos los perros	42	END	1683748363880	1683748366674
USER	Obtene todos los perros	195	END	1683748363887	1683748366674
REQUEST	83		Obtener_Todos_Los_Perros	1683748363882	1683748366681	OK	 
USER	Obtene todos los perros	83	END	1683748363882	1683748366681
REQUEST	67		Obtener_Todos_Los_Perros	1683748363881	1683748366682	OK	 
USER	Obtene todos los perros	67	END	1683748363881	1683748366683
REQUEST	7		Obtener_Todos_Los_Perros	1683748363871	1683748366685	OK	 
USER	Obtene todos los perros	7	END	1683748363785	1683748366685
REQUEST	235		Obtener_Todos_Los_Perros	1683748363889	1683748366686	OK	 
USER	Obtene todos los perros	235	END	1683748363889	1683748366687
REQUEST	481		Obtener_Todos_Los_Perros	1683748363903	1683748366688	OK	 
USER	Obtene todos los perros	481	END	1683748363902	1683748366689
REQUEST	243		Obtener_Todos_Los_Perros	1683748363889	1683748366696	OK	 
USER	Obtene todos los perros	243	END	1683748363889	1683748366697
REQUEST	82		Obtener_Todos_Los_Perros	1683748363882	1683748366700	OK	 
REQUEST	321		Obtener_Todos_Los_Perros	1683748363893	1683748366699	OK	 
USER	Obtene todos los perros	82	END	1683748363882	1683748366700
USER	Obtene todos los perros	321	END	1683748363893	1683748366700
REQUEST	2		Obtener_Todos_Los_Perros	1683748363871	1683748366705	OK	 
USER	Obtene todos los perros	2	END	1683748363784	1683748366706
REQUEST	179		Obtener_Todos_Los_Perros	1683748363886	1683748366706	OK	 
USER	Obtene todos los perros	179	END	1683748363886	1683748366706
REQUEST	71		Obtener_Todos_Los_Perros	1683748363881	1683748366710	OK	 
USER	Obtene todos los perros	71	END	1683748363881	1683748366710
REQUEST	115		Obtener_Todos_Los_Perros	1683748363883	1683748366719	OK	 
USER	Obtene todos los perros	115	END	1683748363883	1683748366720
REQUEST	135		Obtener_Todos_Los_Perros	1683748363884	1683748366721	OK	 
USER	Obtene todos los perros	135	END	1683748363884	1683748366722
REQUEST	251		Obtener_Todos_Los_Perros	1683748363890	1683748366726	OK	 
USER	Obtene todos los perros	251	END	1683748363889	1683748366727
REQUEST	39		Obtener_Todos_Los_Perros	1683748363880	1683748366730	OK	 
USER	Obtene todos los perros	39	END	1683748363880	1683748366730
REQUEST	463		Obtener_Todos_Los_Perros	1683748363901	1683748366738	OK	 
USER	Obtene todos los perros	463	END	1683748363901	1683748366738
REQUEST	167		Obtener_Todos_Los_Perros	1683748363886	1683748366739	OK	 
USER	Obtene todos los perros	167	END	1683748363885	1683748366739
REQUEST	367		Obtener_Todos_Los_Perros	1683748363896	1683748366769	OK	 
USER	Obtene todos los perros	367	END	1683748363895	1683748366770
REQUEST	152		Obtener_Todos_Los_Perros	1683748363885	1683748366773	OK	 
USER	Obtene todos los perros	152	END	1683748363885	1683748366774
REQUEST	9		Obtener_Todos_Los_Perros	1683748363871	1683748366776	OK	 
USER	Obtene todos los perros	9	END	1683748363785	1683748366777
REQUEST	170		Obtener_Todos_Los_Perros	1683748363886	1683748366779	OK	 
USER	Obtene todos los perros	170	END	1683748363886	1683748366779
REQUEST	122		Obtener_Todos_Los_Perros	1683748363884	1683748366780	OK	 
USER	Obtene todos los perros	122	END	1683748363883	1683748366781
REQUEST	332		Obtener_Todos_Los_Perros	1683748363894	1683748366782	OK	 
REQUEST	259		Obtener_Todos_Los_Perros	1683748363890	1683748366782	OK	 
USER	Obtene todos los perros	259	END	1683748363890	1683748366783
USER	Obtene todos los perros	332	END	1683748363893	1683748366783
REQUEST	154		Obtener_Todos_Los_Perros	1683748363885	1683748366785	OK	 
USER	Obtene todos los perros	154	END	1683748363885	1683748366786
REQUEST	320		Obtener_Todos_Los_Perros	1683748363893	1683748366794	OK	 
USER	Obtene todos los perros	320	END	1683748363893	1683748366795
REQUEST	267		Obtener_Todos_Los_Perros	1683748363890	1683748366801	OK	 
USER	Obtene todos los perros	267	END	1683748363890	1683748366802
REQUEST	151		Obtener_Todos_Los_Perros	1683748363885	1683748366802	OK	 
USER	Obtene todos los perros	151	END	1683748363885	1683748366803
REQUEST	283		Obtener_Todos_Los_Perros	1683748363891	1683748366804	OK	 
USER	Obtene todos los perros	283	END	1683748363891	1683748366805
REQUEST	416		Obtener_Todos_Los_Perros	1683748363898	1683748366809	OK	 
USER	Obtene todos los perros	416	END	1683748363898	1683748366810
REQUEST	396		Obtener_Todos_Los_Perros	1683748363897	1683748366817	OK	 
USER	Obtene todos los perros	396	END	1683748363897	1683748366818
REQUEST	34		Obtener_Todos_Los_Perros	1683748363880	1683748366825	OK	 
USER	Obtene todos los perros	34	END	1683748363879	1683748366826
REQUEST	112		Obtener_Todos_Los_Perros	1683748363883	1683748366829	OK	 
USER	Obtene todos los perros	112	END	1683748363883	1683748366830
REQUEST	299		Obtener_Todos_Los_Perros	1683748363892	1683748366835	OK	 
REQUEST	205		Obtener_Todos_Los_Perros	1683748363887	1683748366835	OK	 
REQUEST	227		Obtener_Todos_Los_Perros	1683748363888	1683748366835	OK	 
USER	Obtene todos los perros	205	END	1683748363887	1683748366836
USER	Obtene todos los perros	299	END	1683748363891	1683748366836
USER	Obtene todos los perros	227	END	1683748363888	1683748366836
REQUEST	229		Obtener_Todos_Los_Perros	1683748363889	1683748366847	OK	 
USER	Obtene todos los perros	229	END	1683748363888	1683748366848
REQUEST	236		Obtener_Todos_Los_Perros	1683748363889	1683748366867	OK	 
USER	Obtene todos los perros	236	END	1683748363889	1683748366868
REQUEST	317		Obtener_Todos_Los_Perros	1683748363893	1683748366874	OK	 
USER	Obtene todos los perros	317	END	1683748363893	1683748366875
REQUEST	335		Obtener_Todos_Los_Perros	1683748363894	1683748366879	OK	 
USER	Obtene todos los perros	335	END	1683748363893	1683748366880
REQUEST	447		Obtener_Todos_Los_Perros	1683748363900	1683748366882	OK	 
USER	Obtene todos los perros	447	END	1683748363900	1683748366882
REQUEST	461		Obtener_Todos_Los_Perros	1683748363901	1683748366884	OK	 
USER	Obtene todos los perros	461	END	1683748363901	1683748366885
REQUEST	315		Obtener_Todos_Los_Perros	1683748363893	1683748366889	OK	 
REQUEST	117		Obtener_Todos_Los_Perros	1683748363883	1683748366890	OK	 
USER	Obtene todos los perros	315	END	1683748363892	1683748366890
USER	Obtene todos los perros	117	END	1683748363883	1683748366890
REQUEST	334		Obtener_Todos_Los_Perros	1683748363894	1683748366898	OK	 
USER	Obtene todos los perros	334	END	1683748363893	1683748366899
REQUEST	72		Obtener_Todos_Los_Perros	1683748363881	1683748366904	OK	 
USER	Obtene todos los perros	72	END	1683748363881	1683748366905
REQUEST	16		Obtener_Todos_Los_Perros	1683748363871	1683748366932	OK	 
USER	Obtene todos los perros	16	END	1683748363787	1683748366932
REQUEST	162		Obtener_Todos_Los_Perros	1683748363885	1683748366955	OK	 
USER	Obtene todos los perros	162	END	1683748363885	1683748366956
REQUEST	130		Obtener_Todos_Los_Perros	1683748363884	1683748366957	OK	 
USER	Obtene todos los perros	130	END	1683748363884	1683748366957
REQUEST	375		Obtener_Todos_Los_Perros	1683748363896	1683748366964	OK	 
USER	Obtene todos los perros	375	END	1683748363896	1683748366964
REQUEST	50		Obtener_Todos_Los_Perros	1683748363880	1683748366976	OK	 
USER	Obtene todos los perros	50	END	1683748363880	1683748366977
REQUEST	467		Obtener_Todos_Los_Perros	1683748363905	1683748366978	OK	 
USER	Obtene todos los perros	467	END	1683748363901	1683748366978
REQUEST	287		Obtener_Todos_Los_Perros	1683748363891	1683748366980	OK	 
USER	Obtene todos los perros	287	END	1683748363891	1683748366981
REQUEST	391		Obtener_Todos_Los_Perros	1683748363897	1683748366985	OK	 
USER	Obtene todos los perros	391	END	1683748363897	1683748366985
REQUEST	499		Obtener_Todos_Los_Perros	1683748363904	1683748366987	OK	 
USER	Obtene todos los perros	499	END	1683748363904	1683748366987
REQUEST	231		Obtener_Todos_Los_Perros	1683748363889	1683748366994	OK	 
USER	Obtene todos los perros	231	END	1683748363888	1683748366995
REQUEST	121		Obtener_Todos_Los_Perros	1683748363884	1683748367012	OK	 
REQUEST	215		Obtener_Todos_Los_Perros	1683748363888	1683748367012	OK	 
USER	Obtene todos los perros	215	END	1683748363888	1683748367012
USER	Obtene todos los perros	121	END	1683748363883	1683748367012
REQUEST	491		Obtener_Todos_Los_Perros	1683748363903	1683748367013	OK	 
USER	Obtene todos los perros	491	END	1683748363903	1683748367014
REQUEST	199		Obtener_Todos_Los_Perros	1683748363887	1683748367015	OK	 
USER	Obtene todos los perros	199	END	1683748363887	1683748367015
REQUEST	359		Obtener_Todos_Los_Perros	1683748363895	1683748367044	OK	 
USER	Obtene todos los perros	359	END	1683748363895	1683748367045
REQUEST	403		Obtener_Todos_Los_Perros	1683748363898	1683748367045	OK	 
USER	Obtene todos los perros	403	END	1683748363898	1683748367046
REQUEST	311		Obtener_Todos_Los_Perros	1683748363893	1683748367046	OK	 
USER	Obtene todos los perros	311	END	1683748363892	1683748367047
REQUEST	363		Obtener_Todos_Los_Perros	1683748363895	1683748367048	OK	 
USER	Obtene todos los perros	363	END	1683748363895	1683748367048
REQUEST	264		Obtener_Todos_Los_Perros	1683748363890	1683748367049	OK	 
REQUEST	387		Obtener_Todos_Los_Perros	1683748363897	1683748367049	OK	 
USER	Obtene todos los perros	264	END	1683748363890	1683748367049
USER	Obtene todos los perros	387	END	1683748363897	1683748367049
REQUEST	114		Obtener_Todos_Los_Perros	1683748363883	1683748367060	OK	 
USER	Obtene todos los perros	114	END	1683748363883	1683748367061
REQUEST	57		Obtener_Todos_Los_Perros	1683748363881	1683748367064	OK	 
REQUEST	247		Obtener_Todos_Los_Perros	1683748363889	1683748367064	OK	 
USER	Obtene todos los perros	57	END	1683748363880	1683748367065
USER	Obtene todos los perros	247	END	1683748363889	1683748367065
REQUEST	279		Obtener_Todos_Los_Perros	1683748363891	1683748367069	OK	 
USER	Obtene todos los perros	279	END	1683748363891	1683748367070
REQUEST	178		Obtener_Todos_Los_Perros	1683748363886	1683748367072	OK	 
USER	Obtene todos los perros	178	END	1683748363886	1683748367072
REQUEST	194		Obtener_Todos_Los_Perros	1683748363887	1683748367078	OK	 
USER	Obtene todos los perros	194	END	1683748363887	1683748367079
REQUEST	395		Obtener_Todos_Los_Perros	1683748363897	1683748367080	OK	 
USER	Obtene todos los perros	395	END	1683748363897	1683748367081
REQUEST	331		Obtener_Todos_Los_Perros	1683748363893	1683748367081	OK	 
USER	Obtene todos los perros	331	END	1683748363893	1683748367082
REQUEST	411		Obtener_Todos_Los_Perros	1683748363898	1683748367083	OK	 
USER	Obtene todos los perros	411	END	1683748363898	1683748367083
REQUEST	263		Obtener_Todos_Los_Perros	1683748363890	1683748367083	OK	 
REQUEST	427		Obtener_Todos_Los_Perros	1683748363899	1683748367083	OK	 
USER	Obtene todos los perros	263	END	1683748363890	1683748367084
USER	Obtene todos los perros	427	END	1683748363899	1683748367084
REQUEST	242		Obtener_Todos_Los_Perros	1683748363889	1683748367086	OK	 
USER	Obtene todos los perros	242	END	1683748363889	1683748367086
REQUEST	189		Obtener_Todos_Los_Perros	1683748363887	1683748367088	OK	 
USER	Obtene todos los perros	189	END	1683748363886	1683748367089
REQUEST	451		Obtener_Todos_Los_Perros	1683748363900	1683748367148	OK	 
USER	Obtene todos los perros	451	END	1683748363900	1683748367149
REQUEST	307		Obtener_Todos_Los_Perros	1683748363892	1683748367156	OK	 
USER	Obtene todos los perros	307	END	1683748363892	1683748367156
REQUEST	210		Obtener_Todos_Los_Perros	1683748363888	1683748367168	OK	 
USER	Obtene todos los perros	210	END	1683748363887	1683748367168
REQUEST	386		Obtener_Todos_Los_Perros	1683748363897	1683748367170	OK	 
USER	Obtene todos los perros	386	END	1683748363896	1683748367170
REQUEST	98		Obtener_Todos_Los_Perros	1683748363883	1683748367178	OK	 
USER	Obtene todos los perros	98	END	1683748363882	1683748367179
REQUEST	443		Obtener_Todos_Los_Perros	1683748363900	1683748367181	OK	 
USER	Obtene todos los perros	443	END	1683748363900	1683748367181
REQUEST	44		Obtener_Todos_Los_Perros	1683748363880	1683748367192	OK	 
USER	Obtene todos los perros	44	END	1683748363880	1683748367192
REQUEST	327		Obtener_Todos_Los_Perros	1683748363893	1683748367193	OK	 
USER	Obtene todos los perros	327	END	1683748363893	1683748367193
REQUEST	284		Obtener_Todos_Los_Perros	1683748363891	1683748367198	OK	 
USER	Obtene todos los perros	284	END	1683748363891	1683748367199
REQUEST	76		Obtener_Todos_Los_Perros	1683748363882	1683748367205	OK	 
USER	Obtene todos los perros	76	END	1683748363881	1683748367206
REQUEST	89		Obtener_Todos_Los_Perros	1683748363882	1683748367230	OK	 
USER	Obtene todos los perros	89	END	1683748363882	1683748367231
REQUEST	432		Obtener_Todos_Los_Perros	1683748363899	1683748367240	OK	 
USER	Obtene todos los perros	432	END	1683748363899	1683748367241
REQUEST	457		Obtener_Todos_Los_Perros	1683748363901	1683748367249	OK	 
USER	Obtene todos los perros	457	END	1683748363900	1683748367250
REQUEST	402		Obtener_Todos_Los_Perros	1683748363898	1683748367262	OK	 
USER	Obtene todos los perros	402	END	1683748363897	1683748367263
REQUEST	370		Obtener_Todos_Los_Perros	1683748363896	1683748367270	OK	 
USER	Obtene todos los perros	370	END	1683748363895	1683748367271
REQUEST	425		Obtener_Todos_Los_Perros	1683748363899	1683748367280	OK	 
USER	Obtene todos los perros	425	END	1683748363899	1683748367281
REQUEST	473		Obtener_Todos_Los_Perros	1683748363902	1683748367285	OK	 
USER	Obtene todos los perros	473	END	1683748363902	1683748367286
REQUEST	399		Obtener_Todos_Los_Perros	1683748363898	1683748367306	OK	 
USER	Obtene todos los perros	399	END	1683748363897	1683748367307
REQUEST	316		Obtener_Todos_Los_Perros	1683748363893	1683748367317	OK	 
USER	Obtene todos los perros	316	END	1683748363892	1683748367317
REQUEST	204		Obtener_Todos_Los_Perros	1683748363887	1683748367373	OK	 
USER	Obtene todos los perros	204	END	1683748363887	1683748367374
REQUEST	255		Obtener_Todos_Los_Perros	1683748363890	1683748367402	OK	 
USER	Obtene todos los perros	255	END	1683748363890	1683748367403
REQUEST	198		Obtener_Todos_Los_Perros	1683748363887	1683748367405	OK	 
USER	Obtene todos los perros	198	END	1683748363887	1683748367406
REQUEST	376		Obtener_Todos_Los_Perros	1683748363896	1683748367408	OK	 
USER	Obtene todos los perros	376	END	1683748363896	1683748367409
REQUEST	482		Obtener_Todos_Los_Perros	1683748363905	1683748367415	OK	 
USER	Obtene todos los perros	482	END	1683748363902	1683748367416
REQUEST	314		Obtener_Todos_Los_Perros	1683748363893	1683748367419	OK	 
USER	Obtene todos los perros	314	END	1683748363892	1683748367420
REQUEST	354		Obtener_Todos_Los_Perros	1683748363895	1683748367437	OK	 
USER	Obtene todos los perros	354	END	1683748363894	1683748367438
REQUEST	300		Obtener_Todos_Los_Perros	1683748363892	1683748367443	OK	 
USER	Obtene todos los perros	300	END	1683748363892	1683748367444
REQUEST	149		Obtener_Todos_Los_Perros	1683748363885	1683748367445	OK	 
USER	Obtene todos los perros	149	END	1683748363885	1683748367446
REQUEST	478		Obtener_Todos_Los_Perros	1683748363903	1683748367484	OK	 
USER	Obtene todos los perros	478	END	1683748363902	1683748367485
REQUEST	216		Obtener_Todos_Los_Perros	1683748363888	1683748367520	OK	 
USER	Obtene todos los perros	216	END	1683748363888	1683748367521
REQUEST	258		Obtener_Todos_Los_Perros	1683748363890	1683748367546	OK	 
USER	Obtene todos los perros	258	END	1683748363890	1683748367547
REQUEST	295		Obtener_Todos_Los_Perros	1683748363892	1683748367548	OK	 
USER	Obtene todos los perros	295	END	1683748363891	1683748367549
REQUEST	25		Obtener_Todos_Los_Perros	1683748363879	1683748367554	OK	 
USER	Obtene todos los perros	25	END	1683748363879	1683748367554
REQUEST	88		Obtener_Todos_Los_Perros	1683748363882	1683748367564	OK	 
USER	Obtene todos los perros	88	END	1683748363882	1683748367564
REQUEST	20		Obtener_Todos_Los_Perros	1683748363871	1683748367574	OK	 
USER	Obtene todos los perros	20	END	1683748363797	1683748367574
REQUEST	256		Obtener_Todos_Los_Perros	1683748363890	1683748367577	OK	 
USER	Obtene todos los perros	256	END	1683748363890	1683748367577
REQUEST	38		Obtener_Todos_Los_Perros	1683748363880	1683748367606	OK	 
USER	Obtene todos los perros	38	END	1683748363879	1683748367607
REQUEST	233		Obtener_Todos_Los_Perros	1683748363889	1683748367616	OK	 
USER	Obtene todos los perros	233	END	1683748363888	1683748367616
REQUEST	423		Obtener_Todos_Los_Perros	1683748363899	1683748367618	OK	 
USER	Obtene todos los perros	423	END	1683748363898	1683748367618
REQUEST	159		Obtener_Todos_Los_Perros	1683748363885	1683748367622	OK	 
USER	Obtene todos los perros	159	END	1683748363885	1683748367623
REQUEST	330		Obtener_Todos_Los_Perros	1683748363893	1683748367633	OK	 
USER	Obtene todos los perros	330	END	1683748363893	1683748367634
REQUEST	47		Obtener_Todos_Los_Perros	1683748363880	1683748367637	OK	 
USER	Obtene todos los perros	47	END	1683748363880	1683748367638
REQUEST	15		Obtener_Todos_Los_Perros	1683748363871	1683748367639	OK	 
USER	Obtene todos los perros	15	END	1683748363786	1683748367639
REQUEST	6		Obtener_Todos_Los_Perros	1683748363871	1683748367648	OK	 
USER	Obtene todos los perros	6	END	1683748363785	1683748367649
REQUEST	111		Obtener_Todos_Los_Perros	1683748363883	1683748367650	OK	 
USER	Obtene todos los perros	111	END	1683748363883	1683748367650
REQUEST	471		Obtener_Todos_Los_Perros	1683748363904	1683748367652	OK	 
USER	Obtene todos los perros	471	END	1683748363902	1683748367652
REQUEST	104		Obtener_Todos_Los_Perros	1683748363883	1683748367659	OK	 
USER	Obtene todos los perros	104	END	1683748363883	1683748367660
REQUEST	221		Obtener_Todos_Los_Perros	1683748363888	1683748367686	OK	 
USER	Obtene todos los perros	221	END	1683748363888	1683748367687
REQUEST	4		Obtener_Todos_Los_Perros	1683748363871	1683748367688	OK	 
USER	Obtene todos los perros	4	END	1683748363784	1683748367688
REQUEST	168		Obtener_Todos_Los_Perros	1683748363886	1683748367689	OK	 
USER	Obtene todos los perros	168	END	1683748363885	1683748367689
REQUEST	410		Obtener_Todos_Los_Perros	1683748363898	1683748367690	OK	 
USER	Obtene todos los perros	410	END	1683748363898	1683748367691
REQUEST	464		Obtener_Todos_Los_Perros	1683748363901	1683748367709	OK	 
USER	Obtene todos los perros	464	END	1683748363901	1683748367710
REQUEST	102		Obtener_Todos_Los_Perros	1683748363883	1683748367728	OK	 
USER	Obtene todos los perros	102	END	1683748363882	1683748367729
REQUEST	458		Obtener_Todos_Los_Perros	1683748363901	1683748367731	OK	 
USER	Obtene todos los perros	458	END	1683748363901	1683748367731
REQUEST	282		Obtener_Todos_Los_Perros	1683748363891	1683748367732	OK	 
REQUEST	110		Obtener_Todos_Los_Perros	1683748363883	1683748367732	OK	 
USER	Obtene todos los perros	110	END	1683748363883	1683748367732
USER	Obtene todos los perros	282	END	1683748363891	1683748367732
REQUEST	480		Obtener_Todos_Los_Perros	1683748363903	1683748367737	OK	 
REQUEST	45		Obtener_Todos_Los_Perros	1683748363880	1683748367737	OK	 
USER	Obtene todos los perros	45	END	1683748363880	1683748367738
USER	Obtene todos los perros	480	END	1683748363902	1683748367738
REQUEST	19		Obtener_Todos_Los_Perros	1683748363871	1683748367745	OK	 
USER	Obtene todos los perros	19	END	1683748363795	1683748367746
REQUEST	30		Obtener_Todos_Los_Perros	1683748363879	1683748367808	OK	 
USER	Obtene todos los perros	30	END	1683748363879	1683748367808
REQUEST	84		Obtener_Todos_Los_Perros	1683748363882	1683748367816	OK	 
USER	Obtene todos los perros	84	END	1683748363882	1683748367817
REQUEST	394		Obtener_Todos_Los_Perros	1683748363897	1683748367835	OK	 
USER	Obtene todos los perros	394	END	1683748363897	1683748367836
REQUEST	31		Obtener_Todos_Los_Perros	1683748363879	1683748367866	OK	 
REQUEST	232		Obtener_Todos_Los_Perros	1683748363889	1683748367866	OK	 
USER	Obtene todos los perros	232	END	1683748363888	1683748367867
USER	Obtene todos los perros	31	END	1683748363879	1683748367867
REQUEST	81		Obtener_Todos_Los_Perros	1683748363882	1683748367900	OK	 
USER	Obtene todos los perros	81	END	1683748363882	1683748367901
REQUEST	472		Obtener_Todos_Los_Perros	1683748363906	1683748367911	OK	 
REQUEST	158		Obtener_Todos_Los_Perros	1683748363885	1683748367911	OK	 
USER	Obtene todos los perros	472	END	1683748363902	1683748367912
USER	Obtene todos los perros	158	END	1683748363885	1683748367912
REQUEST	389		Obtener_Todos_Los_Perros	1683748363897	1683748367912	OK	 
USER	Obtene todos los perros	389	END	1683748363897	1683748367913
REQUEST	1		Obtener_Todos_Los_Perros	1683748363871	1683748367914	OK	 
USER	Obtene todos los perros	1	END	1683748363784	1683748367915
REQUEST	129		Obtener_Todos_Los_Perros	1683748363884	1683748367916	OK	 
USER	Obtene todos los perros	129	END	1683748363884	1683748367917
REQUEST	453		Obtener_Todos_Los_Perros	1683748363900	1683748367919	OK	 
USER	Obtene todos los perros	453	END	1683748363900	1683748367920
REQUEST	65		Obtener_Todos_Los_Perros	1683748363881	1683748367921	OK	 
REQUEST	64		Obtener_Todos_Los_Perros	1683748363881	1683748367921	OK	 
USER	Obtene todos los perros	65	END	1683748363881	1683748367921
USER	Obtene todos los perros	64	END	1683748363881	1683748367921
REQUEST	33		Obtener_Todos_Los_Perros	1683748363880	1683748367932	OK	 
USER	Obtene todos los perros	33	END	1683748363879	1683748367932
REQUEST	196		Obtener_Todos_Los_Perros	1683748363887	1683748367955	OK	 
USER	Obtene todos los perros	196	END	1683748363887	1683748367956
REQUEST	218		Obtener_Todos_Los_Perros	1683748363888	1683748367962	OK	 
USER	Obtene todos los perros	218	END	1683748363888	1683748367963
REQUEST	202		Obtener_Todos_Los_Perros	1683748363887	1683748367968	OK	 
USER	Obtene todos los perros	202	END	1683748363887	1683748367969
REQUEST	421		Obtener_Todos_Los_Perros	1683748363899	1683748367972	OK	 
USER	Obtene todos los perros	421	END	1683748363898	1683748367972
REQUEST	304		Obtener_Todos_Los_Perros	1683748363892	1683748367976	OK	 
USER	Obtene todos los perros	304	END	1683748363892	1683748367976
REQUEST	257		Obtener_Todos_Los_Perros	1683748363890	1683748367979	OK	 
USER	Obtene todos los perros	257	END	1683748363890	1683748367980
