RUN	scala.simulations.GitHubSearch	githubsearch	1683839218047	 	3.3.1
USER	Usuario Estandar	991	START	1683839219652	1683839219652
USER	Usuario Estandar	993	START	1683839219652	1683839219652
USER	Usuario Estandar	995	START	1683839219652	1683839219652
USER	Usuario Estandar	994	START	1683839219652	1683839219652
USER	Usuario Estandar	997	START	1683839219652	1683839219652
USER	Usuario Estandar	998	START	1683839219652	1683839219652
USER	Usuario Estandar	999	START	1683839219653	1683839219653
USER	Usuario Avanzado	1001	START	1683839219653	1683839219653
USER	Usuario Estandar	1000	START	1683839219653	1683839219653
USER	Usuario Estandar	996	START	1683839219652	1683839219652
USER	Usuario Estandar	839	START	1683839219634	1683839219634
USER	Usuario Estandar	889	START	1683839219640	1683839219640
USER	Usuario Estandar	19	START	1683839219365	1683839219365
USER	Usuario Avanzado	1003	START	1683839219655	1683839219655
USER	Usuario Estandar	16	START	1683839219351	1683839219351
USER	Usuario Estandar	6	START	1683839219346	1683839219346
USER	Usuario Avanzado	1004	START	1683839219656	1683839219656
USER	Usuario Avanzado	1005	START	1683839219656	1683839219656
USER	Usuario Avanzado	1006	START	1683839219656	1683839219656
USER	Usuario Avanzado	1007	START	1683839219656	1683839219656
USER	Usuario Estandar	33	START	1683839219446	1683839219446
USER	Usuario Estandar	467	START	1683839219513	1683839219513
USER	Usuario Estandar	524	START	1683839219525	1683839219525
USER	Usuario Estandar	404	START	1683839219492	1683839219492
USER	Usuario Estandar	385	START	1683839219489	1683839219489
USER	Usuario Estandar	246	START	1683839219471	1683839219471
USER	Usuario Estandar	527	START	1683839219526	1683839219526
USER	Usuario Estandar	572	START	1683839219540	1683839219540
USER	Usuario Estandar	566	START	1683839219534	1683839219534
USER	Usuario Estandar	557	START	1683839219533	1683839219533
USER	Usuario Estandar	540	START	1683839219530	1683839219530
USER	Usuario Estandar	531	START	1683839219527	1683839219527
USER	Usuario Avanzado	1008	START	1683839219718	1683839219718
USER	Usuario Estandar	444	START	1683839219498	1683839219498
USER	Usuario Avanzado	1009	START	1683839219769	1683839219769
USER	Usuario Estandar	448	START	1683839219499	1683839219499
USER	Usuario Avanzado	1010	START	1683839219807	1683839219807
USER	Usuario Avanzado	1011	START	1683839219865	1683839219865
USER	Usuario Avanzado	1012	START	1683839219910	1683839219910
USER	Usuario Avanzado	1013	START	1683839219957	1683839219957
USER	Usuario Avanzado	1014	START	1683839220005	1683839220005
USER	Usuario Avanzado	1015	START	1683839220065	1683839220065
USER	Usuario Avanzado	1016	START	1683839220111	1683839220111
USER	Usuario Avanzado	1017	START	1683839220158	1683839220158
USER	Usuario Avanzado	1018	START	1683839220207	1683839220207
USER	Usuario Avanzado	1019	START	1683839220264	1683839220264
USER	Usuario Avanzado	1020	START	1683839220309	1683839220309
USER	Usuario Avanzado	1021	START	1683839220355	1683839220355
USER	Usuario Avanzado	1022	START	1683839220405	1683839220405
USER	Usuario Avanzado	1023	START	1683839220463	1683839220463
USER	Usuario Avanzado	1024	START	1683839220510	1683839220510
USER	Usuario Avanzado	1025	START	1683839220557	1683839220557
USER	Usuario Avanzado	1026	START	1683839220605	1683839220605
USER	Usuario Avanzado	1027	START	1683839220655	1683839220655
USER	Usuario Avanzado	1028	START	1683839220711	1683839220711
USER	Usuario Avanzado	1029	START	1683839220760	1683839220760
USER	Usuario Avanzado	1030	START	1683839220819	1683839220819
USER	Usuario Avanzado	1031	START	1683839220866	1683839220866
USER	Usuario Avanzado	1032	START	1683839220911	1683839220911
USER	Usuario Avanzado	1033	START	1683839220956	1683839220956
REQUEST	16		PeticionZorros	1683839219434	1683839220980	OK	 
USER	Usuario Avanzado	1034	START	1683839221005	1683839221005
USER	Usuario Avanzado	1035	START	1683839221064	1683839221064
USER	Usuario Avanzado	1036	START	1683839221109	1683839221109
USER	Usuario Avanzado	1037	START	1683839221156	1683839221156
USER	Usuario Avanzado	1038	START	1683839221205	1683839221205
USER	Usuario Avanzado	1039	START	1683839221263	1683839221263
USER	Usuario Avanzado	1040	START	1683839221308	1683839221308
USER	Usuario Avanzado	1041	START	1683839221355	1683839221355
REQUEST	2		PeticionZorros	1683839219434	1683839221385	OK	 
REQUEST	18		PeticionZorros	1683839219434	1683839221399	OK	 
REQUEST	34		PeticionZorros	1683839219447	1683839221399	OK	 
USER	Usuario Avanzado	1042	START	1683839221416	1683839221416
REQUEST	41		PeticionZorros	1683839219447	1683839221422	OK	 
USER	Usuario Avanzado	1043	START	1683839221465	1683839221465
USER	Usuario Avanzado	1044	START	1683839221524	1683839221524
USER	Usuario Avanzado	1045	START	1683839221570	1683839221570
REQUEST	25		PeticionZorros	1683839219445	1683839221578	OK	 
USER	Usuario Avanzado	1046	START	1683839221615	1683839221615
USER	Usuario Avanzado	1047	START	1683839221665	1683839221665
REQUEST	26		PeticionZorros	1683839219445	1683839221697	OK	 
USER	Usuario Avanzado	1048	START	1683839221723	1683839221723
REQUEST	32		PeticionZorros	1683839219446	1683839221735	OK	 
REQUEST	46		PeticionZorros	1683839219448	1683839221744	OK	 
USER	Usuario Avanzado	1049	START	1683839221769	1683839221769
REQUEST	4		PeticionZorros	1683839219434	1683839221786	OK	 
USER	Usuario Avanzado	1050	START	1683839221815	1683839221815
REQUEST	5		PeticionZorros	1683839219434	1683839221823	OK	 
USER	Usuario Avanzado	1051	START	1683839221865	1683839221865
REQUEST	52		PeticionZorros	1683839219448	1683839221889	OK	 
REQUEST	37		PeticionZorros	1683839219447	1683839221909	OK	 
USER	Usuario Avanzado	1052	START	1683839221923	1683839221923
REQUEST	28		PeticionZorros	1683839219445	1683839221948	OK	 
USER	Usuario Avanzado	1053	START	1683839221969	1683839221969
USER	Usuario Avanzado	1054	START	1683839222015	1683839222015
REQUEST	35		PeticionZorros	1683839219446	1683839222053	OK	 
USER	Usuario Avanzado	1055	START	1683839222065	1683839222065
REQUEST	312		PeticionZorros	1683839219480	1683839222073	OK	 
REQUEST	242		PeticionZorros	1683839219472	1683839222087	OK	 
REQUEST	272		PeticionZorros	1683839219476	1683839222087	OK	 
REQUEST	12		PeticionZorros	1683839219434	1683839222088	OK	 
REQUEST	247		PeticionZorros	1683839219472	1683839222094	OK	 
REQUEST	53		PeticionZorros	1683839219448	1683839222094	OK	 
USER	Usuario Avanzado	1056	START	1683839222125	1683839222125
REQUEST	279		PeticionZorros	1683839219476	1683839222151	OK	 
REQUEST	63		PeticionZorros	1683839219450	1683839222160	OK	 
REQUEST	64		PeticionZorros	1683839219450	1683839222166	OK	 
USER	Usuario Avanzado	1057	START	1683839222171	1683839222171
REQUEST	289		PeticionZorros	1683839219477	1683839222172	OK	 
REQUEST	71		PeticionZorros	1683839219451	1683839222213	OK	 
REQUEST	284		PeticionZorros	1683839219477	1683839222213	OK	 
REQUEST	267		PeticionZorros	1683839219474	1683839222213	OK	 
REQUEST	61		PeticionZorros	1683839219449	1683839222213	OK	 
USER	Usuario Avanzado	1058	START	1683839222217	1683839222217
REQUEST	235		PeticionZorros	1683839219472	1683839222234	OK	 
REQUEST	75		PeticionZorros	1683839219451	1683839222242	OK	 
REQUEST	493		PeticionZorros	1683839219520	1683839222248	OK	 
REQUEST	69		PeticionZorros	1683839219451	1683839222254	OK	 
REQUEST	311		PeticionZorros	1683839219480	1683839222261	OK	 
REQUEST	68		PeticionZorros	1683839219451	1683839222262	OK	 
USER	Usuario Avanzado	1059	START	1683839222265	1683839222265
REQUEST	9		PeticionZorros	1683839219434	1683839222272	OK	 
REQUEST	44		PeticionZorros	1683839219448	1683839222281	OK	 
REQUEST	299		PeticionZorros	1683839219478	1683839222297	OK	 
REQUEST	313		PeticionZorros	1683839219480	1683839222300	OK	 
REQUEST	285		PeticionZorros	1683839219477	1683839222307	OK	 
USER	Usuario Avanzado	1060	START	1683839222325	1683839222325
REQUEST	400		PeticionZorros	1683839219509	1683839222333	OK	 
REQUEST	297		PeticionZorros	1683839219481	1683839222347	OK	 
REQUEST	315		PeticionZorros	1683839219480	1683839222368	OK	 
USER	Usuario Avanzado	1061	START	1683839222371	1683839222371
REQUEST	522		PeticionZorros	1683839219525	1683839222388	OK	 
REQUEST	277		PeticionZorros	1683839219476	1683839222390	OK	 
REQUEST	334		PeticionZorros	1683839219483	1683839222403	OK	 
USER	Usuario Avanzado	1062	START	1683839222419	1683839222419
USER	Usuario Avanzado	1063	START	1683839222465	1683839222465
REQUEST	336		PeticionZorros	1683839219483	1683839222471	OK	 
REQUEST	530		PeticionZorros	1683839219527	1683839222505	OK	 
USER	Usuario Avanzado	1064	START	1683839222515	1683839222515
REQUEST	298		PeticionZorros	1683839219479	1683839222519	OK	 
REQUEST	323		PeticionZorros	1683839219483	1683839222524	OK	 
REQUEST	318		PeticionZorros	1683839219481	1683839222542	OK	 
USER	Usuario Avanzado	1065	START	1683839222573	1683839222573
REQUEST	358		PeticionZorros	1683839219486	1683839222602	OK	 
REQUEST	375		PeticionZorros	1683839219488	1683839222608	OK	 
USER	Usuario Avanzado	1066	START	1683839222619	1683839222619
REQUEST	343		PeticionZorros	1683839219485	1683839222638	OK	 
USER	Usuario Avanzado	1067	START	1683839222667	1683839222667
USER	Usuario Avanzado	1068	START	1683839222715	1683839222715
USER	Usuario Avanzado	1069	START	1683839222775	1683839222775
REQUEST	500		PeticionZorros	1683839219522	1683839222803	OK	 
USER	Usuario Avanzado	1070	START	1683839222819	1683839222819
REQUEST	377		PeticionZorros	1683839219490	1683839222827	OK	 
USER	Usuario Avanzado	1071	START	1683839222866	1683839222866
REQUEST	793		PeticionZorros	1683839219625	1683839222878	OK	 
USER	Usuario Avanzado	1072	START	1683839222915	1683839222915
REQUEST	578		PeticionZorros	1683839219571	1683839222943	OK	 
REQUEST	979		PeticionZorros	1683839219651	1683839222948	OK	 
REQUEST	963		PeticionZorros	1683839219649	1683839222955	OK	 
REQUEST	73		PeticionZorros	1683839219451	1683839222963	OK	 
REQUEST	82		PeticionZorros	1683839219452	1683839222970	OK	 
USER	Usuario Avanzado	1073	START	1683839222971	1683839222971
REQUEST	931		PeticionZorros	1683839219645	1683839222979	OK	 
USER	Usuario Avanzado	1074	START	1683839223017	1683839223017
REQUEST	691		PeticionZorros	1683839219598	1683839223025	OK	 
REQUEST	66		PeticionZorros	1683839219450	1683839223029	OK	 
REQUEST	877		PeticionZorros	1683839219640	1683839223032	OK	 
REQUEST	459		PeticionZorros	1683839219512	1683839223062	OK	 
USER	Usuario Avanzado	1075	START	1683839223065	1683839223065
REQUEST	985		PeticionZorros	1683839219651	1683839223070	OK	 
REQUEST	423		PeticionZorros	1683839219495	1683839223078	OK	 
REQUEST	432		PeticionZorros	1683839219496	1683839223080	OK	 
REQUEST	371		PeticionZorros	1683839219488	1683839223083	OK	 
REQUEST	428		PeticionZorros	1683839219496	1683839223089	OK	 
REQUEST	520		PeticionZorros	1683839219568	1683839223097	OK	 
REQUEST	525		PeticionZorros	1683839219531	1683839223098	OK	 
REQUEST	659		PeticionZorros	1683839219591	1683839223099	OK	 
REQUEST	541		PeticionZorros	1683839219532	1683839223106	OK	 
REQUEST	301		PeticionZorros	1683839219479	1683839223107	OK	 
USER	Usuario Avanzado	1076	START	1683839223115	1683839223115
REQUEST	889		PeticionZorros	1683839219653	1683839223117	OK	 
REQUEST	482		PeticionZorros	1683839219519	1683839223117	OK	 
REQUEST	340		PeticionZorros	1683839219484	1683839223153	OK	 
REQUEST	426		PeticionZorros	1683839219496	1683839223158	OK	 
USER	Usuario Avanzado	1077	START	1683839223170	1683839223170
REQUEST	389		PeticionZorros	1683839219490	1683839223179	OK	 
REQUEST	458		PeticionZorros	1683839219526	1683839223198	OK	 
REQUEST	287		PeticionZorros	1683839219479	1683839223200	OK	 
REQUEST	283		PeticionZorros	1683839219476	1683839223203	OK	 
REQUEST	293		PeticionZorros	1683839219478	1683839223209	OK	 
REQUEST	326		PeticionZorros	1683839219482	1683839223213	OK	 
REQUEST	383		PeticionZorros	1683839219489	1683839223215	OK	 
USER	Usuario Avanzado	1078	START	1683839223217	1683839223217
REQUEST	373		PeticionZorros	1683839219488	1683839223224	OK	 
REQUEST	861		PeticionZorros	1683839219638	1683839223228	OK	 
REQUEST	391		PeticionZorros	1683839219491	1683839223261	OK	 
USER	Usuario Avanzado	1079	START	1683839223265	1683839223265
REQUEST	452		PeticionZorros	1683839219510	1683839223274	OK	 
REQUEST	366		PeticionZorros	1683839219487	1683839223277	OK	 
REQUEST	429		PeticionZorros	1683839219497	1683839223287	OK	 
REQUEST	440		PeticionZorros	1683839219499	1683839223307	OK	 
REQUEST	909		PeticionZorros	1683839219643	1683839223309	OK	 
REQUEST	390		PeticionZorros	1683839219490	1683839223309	OK	 
REQUEST	103		PeticionZorros	1683839219454	1683839223315	OK	 
USER	Usuario Avanzado	1080	START	1683839223323	1683839223323
REQUEST	450		PeticionZorros	1683839219510	1683839223364	OK	 
REQUEST	532		PeticionZorros	1683839219528	1683839223364	OK	 
REQUEST	230		PeticionZorros	1683839219470	1683839223364	KO	j.n.c.ClosedChannelException
REQUEST	710		PeticionZorros	1683839219601	1683839223368	OK	 
USER	Usuario Avanzado	1081	START	1683839223368	1683839223368
REQUEST	184		PeticionZorros	1683839219464	1683839223405	OK	 
USER	Usuario Avanzado	1082	START	1683839223415	1683839223415
REQUEST	31		PeticionZorros	1683839219446	1683839223418	OK	 
REQUEST	27		PeticionZorros	1683839219445	1683839223442	OK	 
USER	Usuario Avanzado	1083	START	1683839223465	1683839223465
REQUEST	234		PeticionZorros	1683839219470	1683839223475	KO	j.n.c.ClosedChannelException
REQUEST	215		PeticionZorros	1683839219469	1683839223480	KO	j.n.c.ClosedChannelException
REQUEST	238		PeticionZorros	1683839219471	1683839223483	KO	j.n.c.ClosedChannelException
REQUEST	509		PeticionZorros	1683839219523	1683839223516	OK	 
REQUEST	107		PeticionZorros	1683839219455	1683839223521	OK	 
USER	Usuario Avanzado	1084	START	1683839223524	1683839223524
REQUEST	433		PeticionZorros	1683839219498	1683839223535	OK	 
REQUEST	441		PeticionZorros	1683839219498	1683839223562	OK	 
REQUEST	381		PeticionZorros	1683839219489	1683839223564	OK	 
REQUEST	8		PeticionZorros	1683839219434	1683839223570	OK	 
USER	Usuario Avanzado	1085	START	1683839223570	1683839223570
REQUEST	378		PeticionZorros	1683839219489	1683839223573	OK	 
USER	Usuario Avanzado	1086	START	1683839223617	1683839223617
USER	Usuario Avanzado	1087	START	1683839223665	1683839223665
REQUEST	36		PeticionZorros	1683839219447	1683839223714	OK	 
USER	Usuario Avanzado	1088	START	1683839223723	1683839223723
USER	Usuario Avanzado	1089	START	1683839223771	1683839223771
USER	Usuario Avanzado	1090	START	1683839223817	1683839223817
USER	Usuario Avanzado	1091	START	1683839223865	1683839223865
REQUEST	809		PeticionZorros	1683839219629	1683839223902	OK	 
USER	Usuario Avanzado	1092	START	1683839223915	1683839223915
REQUEST	777		PeticionZorros	1683839219616	1683839223944	OK	 
REQUEST	818		PeticionZorros	1683839219632	1683839223944	OK	 
USER	Usuario Avanzado	1093	START	1683839223970	1683839223970
REQUEST	902		PeticionZorros	1683839219642	1683839223973	OK	 
REQUEST	789		PeticionZorros	1683839219625	1683839223977	OK	 
USER	Usuario Avanzado	1094	START	1683839224017	1683839224017
REQUEST	669		PeticionZorros	1683839219594	1683839224033	OK	 
REQUEST	180		PeticionZorros	1683839219464	1683839224048	OK	 
REQUEST	177		PeticionZorros	1683839219463	1683839224062	OK	 
USER	Usuario Avanzado	1095	START	1683839224065	1683839224065
REQUEST	181		PeticionZorros	1683839219464	1683839224079	OK	 
USER	Usuario Avanzado	1096	START	1683839224124	1683839224124
REQUEST	838		PeticionZorros	1683839219635	1683839224139	OK	 
USER	Usuario Avanzado	1097	START	1683839224171	1683839224171
REQUEST	127		PeticionZorros	1683839219457	1683839224211	OK	 
USER	Usuario Avanzado	1098	START	1683839224217	1683839224217
REQUEST	480		PeticionZorros	1683839219518	1683839224237	OK	 
REQUEST	229		PeticionZorros	1683839219470	1683839224248	OK	 
USER	Usuario Avanzado	1099	START	1683839224265	1683839224265
REQUEST	194		PeticionZorros	1683839219466	1683839224267	OK	 
USER	Usuario Avanzado	1100	START	1683839224324	1683839224324
REQUEST	124		PeticionZorros	1683839219457	1683839224337	OK	 
USER	Usuario Avanzado	1101	START	1683839224371	1683839224371
REQUEST	225		PeticionZorros	1683839219469	1683839224378	OK	 
REQUEST	563		PeticionZorros	1683839219534	1683839224386	OK	 
REQUEST	126		PeticionZorros	1683839219457	1683839224399	OK	 
REQUEST	228		PeticionZorros	1683839219470	1683839224407	OK	 
REQUEST	1017		PeticionZorros	1683839220159	1683839224410	OK	 
USER	Usuario Avanzado	1102	START	1683839224417	1683839224417
REQUEST	498		PeticionZorros	1683839219521	1683839224421	OK	 
REQUEST	206		PeticionZorros	1683839219467	1683839224421	OK	 
REQUEST	209		PeticionZorros	1683839219467	1683839224427	OK	 
REQUEST	202		PeticionZorros	1683839219467	1683839224432	OK	 
REQUEST	203		PeticionZorros	1683839219467	1683839224432	OK	 
REQUEST	204		PeticionZorros	1683839219467	1683839224432	OK	 
REQUEST	205		PeticionZorros	1683839219467	1683839224447	OK	 
USER	Usuario Avanzado	1103	START	1683839224465	1683839224465
USER	Usuario Avanzado	1104	START	1683839224524	1683839224524
USER	Usuario Avanzado	1105	START	1683839224571	1683839224571
REQUEST	842		PeticionZorros	1683839219635	1683839224592	OK	 
REQUEST	529		PeticionZorros	1683839219527	1683839224597	OK	 
REQUEST	593		PeticionZorros	1683839219575	1683839224605	OK	 
USER	Usuario Avanzado	1106	START	1683839224618	1683839224618
REQUEST	618		PeticionZorros	1683839219583	1683839224629	OK	 
REQUEST	970		PeticionZorros	1683839219650	1683839224634	OK	 
REQUEST	634		PeticionZorros	1683839219587	1683839224642	OK	 
REQUEST	893		PeticionZorros	1683839219641	1683839224645	OK	 
REQUEST	772		PeticionZorros	1683839219615	1683839224654	OK	 
REQUEST	794		PeticionZorros	1683839219626	1683839224661	OK	 
USER	Usuario Avanzado	1107	START	1683839224665	1683839224665
REQUEST	1048		PeticionZorros	1683839221723	1683839224674	OK	 
USER	Usuario Avanzado	1108	START	1683839224715	1683839224715
USER	Usuario Avanzado	1109	START	1683839224772	1683839224772
USER	Usuario Avanzado	1110	START	1683839224819	1683839224819
REQUEST	286		PeticionZorros	1683839219477	1683839224832	OK	 
USER	Usuario Avanzado	1111	START	1683839224865	1683839224865
REQUEST	1031		PeticionZorros	1683839220867	1683839224896	OK	 
USER	Usuario Avanzado	1112	START	1683839224915	1683839224915
USER	Usuario Avanzado	1113	START	1683839224974	1683839224974
REQUEST	94		PeticionZorros	1683839219454	1683839224986	OK	 
REQUEST	190		PeticionZorros	1683839219465	1683839224986	OK	 
REQUEST	681		PeticionZorros	1683839219596	1683839224989	KO	j.n.c.ClosedChannelException
REQUEST	648		PeticionZorros	1683839219590	1683839224990	KO	j.n.c.ClosedChannelException
REQUEST	665		PeticionZorros	1683839219593	1683839224990	KO	j.n.c.ClosedChannelException
REQUEST	601		PeticionZorros	1683839219577	1683839224992	KO	j.n.c.ClosedChannelException
REQUEST	712		PeticionZorros	1683839219602	1683839224994	KO	j.n.c.ClosedChannelException
REQUEST	353		PeticionZorros	1683839219486	1683839224997	OK	 
USER	Usuario Avanzado	1114	START	1683839225020	1683839225020
REQUEST	649		PeticionZorros	1683839219590	1683839225032	KO	j.n.c.ClosedChannelException
REQUEST	627		PeticionZorros	1683839219586	1683839225032	KO	j.n.c.ClosedChannelException
REQUEST	722		PeticionZorros	1683839219604	1683839225035	KO	j.n.c.ClosedChannelException
USER	Usuario Avanzado	1115	START	1683839225066	1683839225066
REQUEST	1057		PeticionZorros	1683839222171	1683839225101	OK	 
USER	Usuario Avanzado	1116	START	1683839225115	1683839225115
USER	Usuario Avanzado	1117	START	1683839225172	1683839225172
USER	Usuario Avanzado	1118	START	1683839225217	1683839225217
REQUEST	443		PeticionZorros	1683839219499	1683839225234	OK	 
REQUEST	138		PeticionZorros	1683839219459	1683839225233	OK	 
REQUEST	1062		PeticionZorros	1683839222420	1683839225238	OK	 
REQUEST	1064		PeticionZorros	1683839222515	1683839225239	OK	 
REQUEST	217		PeticionZorros	1683839219469	1683839225251	OK	 
REQUEST	220		PeticionZorros	1683839219469	1683839225260	OK	 
REQUEST	221		PeticionZorros	1683839219469	1683839225262	OK	 
USER	Usuario Avanzado	1119	START	1683839225265	1683839225265
REQUEST	197		PeticionZorros	1683839219466	1683839225268	OK	 
REQUEST	100		PeticionZorros	1683839219454	1683839225283	OK	 
USER	Usuario Avanzado	1120	START	1683839225325	1683839225325
REQUEST	70		PeticionZorros	1683839219451	1683839225326	OK	 
REQUEST	54		PeticionZorros	1683839219449	1683839225340	OK	 
USER	Usuario Avanzado	1121	START	1683839225372	1683839225372
REQUEST	776		PeticionZorros	1683839219615	1683839225377	OK	 
REQUEST	760		PeticionZorros	1683839219613	1683839225384	OK	 
REQUEST	904		PeticionZorros	1683839219642	1683839225400	OK	 
USER	Usuario Avanzado	1122	START	1683839225418	1683839225418
REQUEST	67		PeticionZorros	1683839219450	1683839225451	OK	 
USER	Usuario Avanzado	1123	START	1683839225465	1683839225465
REQUEST	484		PeticionZorros	1683839219519	1683839225470	OK	 
REQUEST	151		PeticionZorros	1683839219460	1683839225491	OK	 
REQUEST	125		PeticionZorros	1683839219457	1683839225516	OK	 
REQUEST	112		PeticionZorros	1683839219456	1683839225519	OK	 
USER	Usuario Avanzado	1124	START	1683839225525	1683839225525
USER	Usuario Avanzado	1125	START	1683839225571	1683839225571
REQUEST	384		PeticionZorros	1683839219490	1683839225592	OK	 
USER	Usuario Avanzado	1126	START	1683839225617	1683839225617
REQUEST	105		PeticionZorros	1683839219455	1683839225651	OK	 
USER	Usuario Avanzado	1127	START	1683839225665	1683839225665
REQUEST	1063		PeticionZorros	1683839222466	1683839225695	OK	 
REQUEST	108		PeticionZorros	1683839219455	1683839225697	OK	 
USER	Usuario Avanzado	1128	START	1683839225724	1683839225724
REQUEST	1081		PeticionZorros	1683839223368	1683839225731	OK	 
REQUEST	1093		PeticionZorros	1683839223971	1683839225731	OK	 
USER	Usuario Avanzado	1129	START	1683839225771	1683839225771
REQUEST	1059		PeticionZorros	1683839222266	1683839225808	OK	 
REQUEST	1073		PeticionZorros	1683839222972	1683839225808	OK	 
USER	Usuario Avanzado	1130	START	1683839225816	1683839225816
REQUEST	1086		PeticionZorros	1683839223617	1683839225818	OK	 
USER	Usuario Avanzado	1131	START	1683839225865	1683839225865
REQUEST	246		PeticionZorros	1683839219658	1683839225886	OK	 
REQUEST	825		PeticionZorros	1683839219633	1683839225897	OK	 
REQUEST	761		PeticionZorros	1683839219613	1683839225910	OK	 
USER	Usuario Avanzado	1132	START	1683839225924	1683839225924
USER	Usuario Avanzado	1133	START	1683839225971	1683839225971
USER	Usuario Estandar	16	END	1683839219351	1683839225988
REQUEST	508		PeticionZorros	1683839219523	1683839225989	OK	 
REQUEST	1019		PeticionZorros	1683839220265	1683839226006	OK	 
USER	Usuario Avanzado	1134	START	1683839226016	1683839226016
REQUEST	475		PeticionZorros	1683839219518	1683839226018	OK	 
REQUEST	136		PeticionZorros	1683839219458	1683839226018	OK	 
REQUEST	499		PeticionZorros	1683839219521	1683839226018	OK	 
REQUEST	564		PeticionZorros	1683839219534	1683839226022	OK	 
REQUEST	121		PeticionZorros	1683839219458	1683839226022	OK	 
REQUEST	451		PeticionZorros	1683839219510	1683839226022	OK	 
REQUEST	511		PeticionZorros	1683839219523	1683839226025	OK	 
REQUEST	456		PeticionZorros	1683839219511	1683839226026	OK	 
REQUEST	569		PeticionZorros	1683839219536	1683839226034	OK	 
REQUEST	1096		PeticionZorros	1683839224124	1683839226038	OK	 
REQUEST	1095		PeticionZorros	1683839224065	1683839226041	OK	 
REQUEST	736		PeticionZorros	1683839219608	1683839226047	OK	 
REQUEST	950		PeticionZorros	1683839219647	1683839226047	OK	 
REQUEST	539		PeticionZorros	1683839219530	1683839226050	OK	 
REQUEST	1074		PeticionZorros	1683839223017	1683839226058	OK	 
USER	Usuario Avanzado	1135	START	1683839226065	1683839226065
REQUEST	620		PeticionZorros	1683839219584	1683839226067	OK	 
REQUEST	815		PeticionZorros	1683839219632	1683839226067	OK	 
REQUEST	1076		PeticionZorros	1683839223115	1683839226074	OK	 
REQUEST	447		PeticionZorros	1683839219499	1683839226074	OK	 
REQUEST	864		PeticionZorros	1683839219638	1683839226074	OK	 
REQUEST	1084		PeticionZorros	1683839223524	1683839226083	OK	 
REQUEST	174		PeticionZorros	1683839219463	1683839226095	OK	 
REQUEST	24		PeticionZorros	1683839219434	1683839226105	OK	 
USER	Usuario Avanzado	1136	START	1683839226123	1683839226123
REQUEST	609		PeticionZorros	1683839219579	1683839226129	KO	j.n.c.ClosedChannelException
REQUEST	694		PeticionZorros	1683839219598	1683839226129	OK	 
REQUEST	853		PeticionZorros	1683839219636	1683839226129	KO	j.n.c.ClosedChannelException
REQUEST	980		PeticionZorros	1683839219651	1683839226129	KO	j.n.c.ClosedChannelException
REQUEST	1075		PeticionZorros	1683839223065	1683839226130	OK	 
REQUEST	917		PeticionZorros	1683839219644	1683839226130	KO	j.n.c.ClosedChannelException
REQUEST	404		PeticionZorros	1683839219658	1683839226130	KO	j.n.c.ClosedChannelException
REQUEST	153		PeticionZorros	1683839219461	1683839226130	OK	 
REQUEST	1088		PeticionZorros	1683839223724	1683839226137	OK	 
REQUEST	581		PeticionZorros	1683839219571	1683839226137	KO	j.n.c.ClosedChannelException
REQUEST	485		PeticionZorros	1683839219519	1683839226141	KO	j.n.c.ClosedChannelException
REQUEST	533		PeticionZorros	1683839219527	1683839226143	KO	j.n.c.ClosedChannelException
REQUEST	676		PeticionZorros	1683839219596	1683839226143	KO	j.n.c.ClosedChannelException
REQUEST	885		PeticionZorros	1683839219640	1683839226143	KO	j.n.c.ClosedChannelException
REQUEST	965		PeticionZorros	1683839219649	1683839226143	KO	j.n.c.ClosedChannelException
REQUEST	726		PeticionZorros	1683839219604	1683839226147	OK	 
REQUEST	556		PeticionZorros	1683839219533	1683839226147	KO	j.n.c.ClosedChannelException
REQUEST	948		PeticionZorros	1683839219648	1683839226151	KO	j.n.c.ClosedChannelException
REQUEST	805		PeticionZorros	1683839219628	1683839226151	KO	j.n.c.ClosedChannelException
REQUEST	804		PeticionZorros	1683839219628	1683839226152	KO	j.n.c.ClosedChannelException
REQUEST	640		PeticionZorros	1683839219588	1683839226154	OK	 
REQUEST	1114		PeticionZorros	1683839225021	1683839226162	OK	 
USER	Usuario Avanzado	1137	START	1683839226171	1683839226171
REQUEST	1080		PeticionZorros	1683839223324	1683839226180	OK	 
REQUEST	596		PeticionZorros	1683839219576	1683839226192	KO	j.n.c.ClosedChannelException
REQUEST	928		PeticionZorros	1683839219645	1683839226192	OK	 
REQUEST	812		PeticionZorros	1683839219630	1683839226192	KO	j.n.c.ClosedChannelException
REQUEST	901		PeticionZorros	1683839219642	1683839226192	KO	j.n.c.ClosedChannelException
REQUEST	913		PeticionZorros	1683839219643	1683839226192	OK	 
REQUEST	912		PeticionZorros	1683839219643	1683839226200	OK	 
REQUEST	568		PeticionZorros	1683839219536	1683839226202	OK	 
USER	Usuario Avanzado	1138	START	1683839226217	1683839226217
REQUEST	1091		PeticionZorros	1683839223865	1683839226229	OK	 
REQUEST	711		PeticionZorros	1683839219602	1683839226252	OK	 
REQUEST	865		PeticionZorros	1683839219638	1683839226257	OK	 
REQUEST	615		PeticionZorros	1683839219583	1683839226260	OK	 
USER	Usuario Avanzado	1139	START	1683839226265	1683839226265
REQUEST	938		PeticionZorros	1683839219647	1683839226268	OK	 
REQUEST	144		PeticionZorros	1683839219460	1683839226279	OK	 
REQUEST	1103		PeticionZorros	1683839224465	1683839226284	OK	 
